name,number,ad_id
Terrain et Salle de sport,18,ad_1118
Banque,13,ad_1118
Boucherie,6,ad_1118
Boulangerie,22,ad_1118
Bureau de poste,3,ad_1118
Marché de quartier,2,ad_1118
Presse et Tabac,9,ad_1118
Supérette,7,ad_1118
Supermarché et Hypermarché,16,ad_1118
Collège,4,ad_1118
Ecole maternelle,5,ad_1118
Ecole primaire,8,ad_1118
Enseignement supérieur,5,ad_1118
Lycée,5,ad_1118
Crèche,5,ad_1118
Autolib',8,ad_1118
Location de vélo,7,ad_1118
Parking,4,ad_1118
Station de taxi,4,ad_1118
Station service,6,ad_1118
Vélib',10,ad_1118
Médecin généraliste,38,ad_1118
Médecin spécialiste,76,ad_1118
Pharmacie,13,ad_1118
Bar,18,ad_156
Restaurant,49,ad_156
Monument historique,4,ad_156
"Parc, Jardin et Square",3,ad_156
Terrain et Salle de sport,8,ad_156
Banque,7,ad_156
Boucherie,5,ad_156
Boulangerie,14,ad_156
Bureau de poste,2,ad_156
Marché de quartier,1,ad_156
Presse et Tabac,2,ad_156
Supérette,8,ad_156
Supermarché et Hypermarché,13,ad_156
Ecole maternelle,2,ad_156
Ecole primaire,5,ad_156
Enseignement supérieur,6,ad_156
Crèche,6,ad_156
Autolib',3,ad_156
Location de vélo,6,ad_156
Parking,1,ad_156
Station de taxi,2,ad_156
Vélib',9,ad_156
Médecin généraliste,23,ad_156
Médecin spécialiste,49,ad_156
Pharmacie,15,ad_156
Bar,4,ad_1985
Restaurant,19,ad_1985
Monument historique,2,ad_1985
Théâtre,1,ad_1985
"Parc, Jardin et Square",6,ad_1985
Terrain et Salle de sport,6,ad_1985
Banque,6,ad_1985
Boucherie,2,ad_1985
Boulangerie,7,ad_1985
Bureau de poste,2,ad_1985
Marché de quartier,1,ad_1985
Presse et Tabac,3,ad_1985
Supérette,5,ad_1985
Supermarché et Hypermarché,7,ad_1985
Collège,8,ad_1985
Ecole maternelle,3,ad_1985
Ecole primaire,9,ad_1985
Enseignement supérieur,2,ad_1985
Lycée,2,ad_1985
Crèche,3,ad_1985
Ludothèque,2,ad_1985
Autolib',3,ad_1985
Location de vélo,7,ad_1985
Vélib',6,ad_1985
Médecin généraliste,20,ad_1985
Médecin spécialiste,7,ad_1985
Pharmacie,11,ad_1985
Bar,5,ad_1292
Restaurant,33,ad_1292
Monument historique,1,ad_1292
"Parc, Jardin et Square",7,ad_1292
Terrain et Salle de sport,8,ad_1292
Banque,6,ad_1292
Boucherie,3,ad_1292
Boulangerie,9,ad_1292
Bureau de poste,1,ad_1292
Marché de quartier,1,ad_1292
Presse et Tabac,1,ad_1292
Supérette,4,ad_1292
Supermarché et Hypermarché,8,ad_1292
Collège,2,ad_1292
Ecole maternelle,4,ad_1292
Ecole primaire,8,ad_1292
Enseignement supérieur,3,ad_1292
Lycée,1,ad_1292
Crèche,16,ad_1292
Autolib',5,ad_1292
Location de vélo,6,ad_1292
Parking,2,ad_1292
Station de taxi,4,ad_1292
Station service,1,ad_1292
Vélib',8,ad_1292
Médecin généraliste,8,ad_1292
Médecin spécialiste,11,ad_1292
Pharmacie,10,ad_1292
Bar,1,ad_321
Restaurant,3,ad_321
Monument historique,1,ad_321
"Parc, Jardin et Square",1,ad_321
Terrain et Salle de sport,4,ad_321
Banque,1,ad_321
Boulangerie,1,ad_321
Bureau de poste,1,ad_321
Presse et Tabac,1,ad_321
Supermarché et Hypermarché,1,ad_321
Ecole maternelle,2,ad_321
Ecole primaire,3,ad_321
Enseignement supérieur,1,ad_321
Crèche,3,ad_321
Autolib',2,ad_321
Location de vélo,3,ad_321
Station de taxi,2,ad_321
Vélib',2,ad_321
Hôpital,1,ad_321
Médecin généraliste,9,ad_321
Médecin spécialiste,30,ad_321
Pharmacie,2,ad_321
Bar,12,ad_375
Restaurant,28,ad_375
Monument historique,26,ad_375
Théâtre,2,ad_375
"Parc, Jardin et Square",1,ad_375
Terrain et Salle de sport,5,ad_375
Banque,6,ad_375
Boucherie,4,ad_375
Boulangerie,7,ad_375
Bureau de poste,2,ad_375
Presse et Tabac,4,ad_375
Supérette,7,ad_375
Supermarché et Hypermarché,8,ad_375
Collège,1,ad_375
Ecole maternelle,4,ad_375
Ecole primaire,5,ad_375
Enseignement supérieur,1,ad_375
Lycée,3,ad_375
Crèche,4,ad_375
Autolib',3,ad_375
Location de vélo,4,ad_375
Station de taxi,2,ad_375
Vélib',7,ad_375
Médecin généraliste,12,ad_375
Médecin spécialiste,12,ad_375
Pharmacie,13,ad_375
Bar,6,ad_1294
Restaurant,24,ad_1294
Monument historique,2,ad_1294
Théâtre,1,ad_1294
Terrain et Salle de sport,4,ad_1294
Banque,2,ad_1294
Boucherie,3,ad_1294
Boulangerie,8,ad_1294
Bureau de poste,1,ad_1294
Presse et Tabac,4,ad_1294
Supérette,5,ad_1294
Supermarché et Hypermarché,7,ad_1294
Ecole maternelle,1,ad_1294
Ecole primaire,2,ad_1294
Enseignement supérieur,9,ad_1294
Crèche,2,ad_1294
Autolib',4,ad_1294
Gare ferroviaire,1,ad_1294
Location de vélo,6,ad_1294
Parking,2,ad_1294
Station de taxi,2,ad_1294
Vélib',6,ad_1294
Médecin généraliste,16,ad_1294
Médecin spécialiste,15,ad_1294
Pharmacie,7,ad_1294
Bar,12,ad_1707
Restaurant,65,ad_1707
Monument historique,31,ad_1707
Théâtre,3,ad_1707
Cinéma,1,ad_1707
Terrain et Salle de sport,4,ad_1707
Banque,6,ad_1707
Boucherie,3,ad_1707
Boulangerie,10,ad_1707
Bureau de poste,3,ad_1707
Presse et Tabac,2,ad_1707
Supérette,3,ad_1707
Supermarché et Hypermarché,10,ad_1707
Ecole maternelle,1,ad_1707
Ecole primaire,1,ad_1707
Enseignement supérieur,4,ad_1707
Lycée,3,ad_1707
Crèche,3,ad_1707
Autolib',4,ad_1707
Location de vélo,5,ad_1707
Parking,1,ad_1707
Vélib',9,ad_1707
Médecin généraliste,13,ad_1707
Médecin spécialiste,7,ad_1707
Pharmacie,11,ad_1707
Bar,5,ad_802
Restaurant,38,ad_802
Monument historique,5,ad_802
Cinéma,1,ad_802
"Parc, Jardin et Square",7,ad_802
Terrain et Salle de sport,9,ad_802
Banque,4,ad_802
Boucherie,2,ad_802
Boulangerie,13,ad_802
Bureau de poste,1,ad_802
Marché de quartier,1,ad_802
Presse et Tabac,2,ad_802
Supérette,5,ad_802
Supermarché et Hypermarché,7,ad_802
Collège,4,ad_802
Ecole maternelle,5,ad_802
Ecole primaire,6,ad_802
Enseignement supérieur,1,ad_802
Lycée,4,ad_802
Crèche,10,ad_802
Ludothèque,1,ad_802
Autolib',3,ad_802
Location de vélo,5,ad_802
Station de taxi,1,ad_802
Station service,1,ad_802
Vélib',10,ad_802
Médecin généraliste,31,ad_802
Médecin spécialiste,21,ad_802
Pharmacie,9,ad_802
Bar,9,ad_636
Restaurant,16,ad_636
Monument historique,3,ad_636
Cinéma,2,ad_636
"Parc, Jardin et Square",3,ad_636
Terrain et Salle de sport,4,ad_636
Banque,10,ad_636
Boucherie,1,ad_636
Boulangerie,10,ad_636
Bureau de poste,1,ad_636
Marché de quartier,1,ad_636
Presse et Tabac,2,ad_636
Supérette,3,ad_636
Supermarché et Hypermarché,4,ad_636
Collège,2,ad_636
Ecole maternelle,1,ad_636
Ecole primaire,3,ad_636
Lycée,2,ad_636
Crèche,9,ad_636
Autolib',5,ad_636
Location de vélo,7,ad_636
Parking,1,ad_636
Station service,1,ad_636
Vélib',5,ad_636
Médecin généraliste,20,ad_636
Médecin spécialiste,36,ad_636
Pharmacie,7,ad_636
Bar,3,ad_1935
Restaurant,17,ad_1935
Monument historique,1,ad_1935
Théâtre,1,ad_1935
"Parc, Jardin et Square",9,ad_1935
Salle de musculation / cardiotraining,3,ad_1935
Terrain et Salle de sport,14,ad_1935
Banque,6,ad_1935
Boucherie,5,ad_1935
Boulangerie,10,ad_1935
Bureau de poste,1,ad_1935
Marché de quartier,2,ad_1935
Presse et Tabac,2,ad_1935
Supérette,5,ad_1935
Supermarché et Hypermarché,6,ad_1935
Collège,3,ad_1935
Ecole maternelle,3,ad_1935
Ecole primaire,6,ad_1935
Enseignement supérieur,1,ad_1935
Lycée,1,ad_1935
Crèche,7,ad_1935
Autolib',5,ad_1935
Location de vélo,9,ad_1935
Parking,3,ad_1935
Station service,5,ad_1935
Vélib',10,ad_1935
Médecin généraliste,31,ad_1935
Médecin spécialiste,52,ad_1935
Pharmacie,6,ad_1935
Bar,5,ad_2111
Restaurant,34,ad_2111
Monument historique,1,ad_2111
"Parc, Jardin et Square",3,ad_2111
Salle de musculation / cardiotraining,1,ad_2111
Terrain et Salle de sport,7,ad_2111
Banque,10,ad_2111
Boucherie,4,ad_2111
Boulangerie,9,ad_2111
Bureau de poste,1,ad_2111
Presse et Tabac,4,ad_2111
Supérette,5,ad_2111
Supermarché et Hypermarché,10,ad_2111
Collège,2,ad_2111
Ecole maternelle,5,ad_2111
Ecole primaire,2,ad_2111
Lycée,1,ad_2111
Crèche,2,ad_2111
Autolib',5,ad_2111
Location de vélo,11,ad_2111
Parking,2,ad_2111
Station de taxi,2,ad_2111
Station service,1,ad_2111
Vélib',9,ad_2111
Médecin généraliste,18,ad_2111
Médecin spécialiste,42,ad_2111
Pharmacie,11,ad_2111
Bar,5,ad_1110
Restaurant,19,ad_1110
"Parc, Jardin et Square",1,ad_1110
Terrain et Salle de sport,11,ad_1110
Boucherie,1,ad_1110
Boulangerie,5,ad_1110
Bureau de poste,1,ad_1110
Marché de quartier,1,ad_1110
Supermarché et Hypermarché,3,ad_1110
Collège,2,ad_1110
Ecole maternelle,4,ad_1110
Ecole primaire,4,ad_1110
Lycée,6,ad_1110
Crèche,5,ad_1110
Autolib',1,ad_1110
Location de vélo,11,ad_1110
Station de taxi,3,ad_1110
Station service,5,ad_1110
Vélib',7,ad_1110
Médecin généraliste,4,ad_1110
Pharmacie,5,ad_1110
Bar,18,ad_157
Restaurant,49,ad_157
Monument historique,4,ad_157
"Parc, Jardin et Square",3,ad_157
Terrain et Salle de sport,8,ad_157
Banque,7,ad_157
Boucherie,5,ad_157
Boulangerie,14,ad_157
Bureau de poste,2,ad_157
Marché de quartier,1,ad_157
Presse et Tabac,2,ad_157
Supérette,8,ad_157
Supermarché et Hypermarché,13,ad_157
Ecole maternelle,2,ad_157
Ecole primaire,5,ad_157
Enseignement supérieur,6,ad_157
Crèche,6,ad_157
Autolib',3,ad_157
Location de vélo,6,ad_157
Parking,1,ad_157
Station de taxi,2,ad_157
Vélib',9,ad_157
Médecin généraliste,23,ad_157
Médecin spécialiste,49,ad_157
Pharmacie,15,ad_157
Bar,4,ad_282
Restaurant,21,ad_282
Monument historique,2,ad_282
Théâtre,1,ad_282
"Parc, Jardin et Square",6,ad_282
Terrain et Salle de sport,9,ad_282
Banque,4,ad_282
Boucherie,3,ad_282
Boulangerie,9,ad_282
Bureau de poste,2,ad_282
Presse et Tabac,2,ad_282
Supérette,4,ad_282
Supermarché et Hypermarché,8,ad_282
Collège,6,ad_282
Ecole maternelle,4,ad_282
Ecole primaire,4,ad_282
Lycée,2,ad_282
Crèche,5,ad_282
Autolib',4,ad_282
Location de vélo,5,ad_282
Parking,1,ad_282
Station de taxi,2,ad_282
Station service,1,ad_282
Vélib',8,ad_282
Médecin généraliste,19,ad_282
Médecin spécialiste,26,ad_282
Pharmacie,9,ad_282
Bar,53,ad_1307
Restaurant,137,ad_1307
Monument historique,190,ad_1307
Théâtre,6,ad_1307
Cinéma,15,ad_1307
"Parc, Jardin et Square",10,ad_1307
Salle de musculation / cardiotraining,1,ad_1307
Terrain et Salle de sport,21,ad_1307
Banque,24,ad_1307
Boucherie,6,ad_1307
Boulangerie,36,ad_1307
Bureau de poste,7,ad_1307
Marché de quartier,2,ad_1307
Presse et Tabac,17,ad_1307
Supérette,10,ad_1307
Supermarché et Hypermarché,16,ad_1307
Collège,13,ad_1307
Ecole maternelle,5,ad_1307
Ecole primaire,10,ad_1307
Enseignement supérieur,40,ad_1307
Lycée,19,ad_1307
Crèche,14,ad_1307
Autolib',17,ad_1307
Location de vélo,29,ad_1307
Parking,7,ad_1307
Station de taxi,5,ad_1307
Vélib',33,ad_1307
Médecin généraliste,65,ad_1307
Médecin spécialiste,104,ad_1307
Pharmacie,31,ad_1307
Bar,5,ad_352
Restaurant,38,ad_352
Monument historique,5,ad_352
Cinéma,1,ad_352
"Parc, Jardin et Square",7,ad_352
Terrain et Salle de sport,9,ad_352
Banque,4,ad_352
Boucherie,2,ad_352
Boulangerie,13,ad_352
Bureau de poste,1,ad_352
Marché de quartier,1,ad_352
Presse et Tabac,2,ad_352
Supérette,5,ad_352
Supermarché et Hypermarché,7,ad_352
Collège,4,ad_352
Ecole maternelle,5,ad_352
Ecole primaire,6,ad_352
Enseignement supérieur,1,ad_352
Lycée,4,ad_352
Crèche,10,ad_352
Ludothèque,1,ad_352
Autolib',3,ad_352
Location de vélo,5,ad_352
Station de taxi,1,ad_352
Station service,1,ad_352
Vélib',10,ad_352
Médecin généraliste,31,ad_352
Médecin spécialiste,21,ad_352
Pharmacie,9,ad_352
Bar,11,ad_1065
Restaurant,17,ad_1065
Monument historique,13,ad_1065
Cinéma,1,ad_1065
"Parc, Jardin et Square",2,ad_1065
Salle de musculation / cardiotraining,1,ad_1065
Terrain et Salle de sport,10,ad_1065
Banque,5,ad_1065
Boucherie,5,ad_1065
Boulangerie,7,ad_1065
Bureau de poste,1,ad_1065
Marché de quartier,1,ad_1065
Presse et Tabac,1,ad_1065
Supermarché et Hypermarché,2,ad_1065
Collège,1,ad_1065
Ecole maternelle,1,ad_1065
Ecole primaire,4,ad_1065
Enseignement supérieur,1,ad_1065
Lycée,2,ad_1065
Crèche,5,ad_1065
Autolib',5,ad_1065
Location de vélo,4,ad_1065
Station de taxi,2,ad_1065
Station service,1,ad_1065
Vélib',4,ad_1065
Médecin généraliste,23,ad_1065
Médecin spécialiste,83,ad_1065
Pharmacie,5,ad_1065
Bar,19,ad_261
Restaurant,35,ad_261
Monument historique,53,ad_261
Théâtre,1,ad_261
"Parc, Jardin et Square",26,ad_261
Terrain et Salle de sport,6,ad_261
Banque,9,ad_261
Boucherie,3,ad_261
Boulangerie,15,ad_261
Bureau de poste,2,ad_261
Marché de quartier,1,ad_261
Presse et Tabac,3,ad_261
Supérette,4,ad_261
Supermarché et Hypermarché,5,ad_261
Collège,2,ad_261
Ecole maternelle,2,ad_261
Ecole primaire,3,ad_261
Enseignement supérieur,1,ad_261
Lycée,2,ad_261
Crèche,10,ad_261
Autolib',5,ad_261
Location de vélo,6,ad_261
Parking,6,ad_261
Station de taxi,1,ad_261
Vélib',7,ad_261
Médecin généraliste,15,ad_261
Médecin spécialiste,7,ad_261
Pharmacie,6,ad_261
Bar,2,ad_383
Restaurant,37,ad_383
Monument historique,1,ad_383
"Parc, Jardin et Square",8,ad_383
Terrain et Salle de sport,17,ad_383
Banque,6,ad_383
Boucherie,1,ad_383
Boulangerie,9,ad_383
Bureau de poste,2,ad_383
Presse et Tabac,3,ad_383
Supérette,4,ad_383
Supermarché et Hypermarché,8,ad_383
Collège,4,ad_383
Ecole maternelle,6,ad_383
Ecole primaire,9,ad_383
Enseignement supérieur,3,ad_383
Lycée,3,ad_383
Crèche,7,ad_383
Autolib',6,ad_383
Location de vélo,11,ad_383
Parking,3,ad_383
Vélib',10,ad_383
Médecin généraliste,33,ad_383
Médecin spécialiste,24,ad_383
Pharmacie,7,ad_383
Bar,16,ad_145
Restaurant,48,ad_145
Monument historique,19,ad_145
Théâtre,2,ad_145
Cinéma,1,ad_145
"Parc, Jardin et Square",2,ad_145
Terrain et Salle de sport,4,ad_145
Banque,3,ad_145
Boucherie,1,ad_145
Boulangerie,8,ad_145
Bureau de poste,2,ad_145
Presse et Tabac,4,ad_145
Supérette,6,ad_145
Supermarché et Hypermarché,11,ad_145
Ecole maternelle,3,ad_145
Ecole primaire,3,ad_145
Enseignement supérieur,4,ad_145
Lycée,1,ad_145
Crèche,4,ad_145
Autolib',5,ad_145
Location de vélo,8,ad_145
Parking,3,ad_145
Vélib',10,ad_145
Médecin généraliste,10,ad_145
Médecin spécialiste,3,ad_145
Pharmacie,9,ad_145
Bar,21,ad_1026
Restaurant,66,ad_1026
Monument historique,15,ad_1026
Théâtre,5,ad_1026
Cinéma,1,ad_1026
"Parc, Jardin et Square",1,ad_1026
Terrain et Salle de sport,7,ad_1026
Banque,6,ad_1026
Boucherie,6,ad_1026
Boulangerie,11,ad_1026
Bureau de poste,3,ad_1026
Marché de quartier,1,ad_1026
Presse et Tabac,6,ad_1026
Supérette,5,ad_1026
Supermarché et Hypermarché,11,ad_1026
Collège,1,ad_1026
Ecole maternelle,3,ad_1026
Ecole primaire,4,ad_1026
Enseignement supérieur,2,ad_1026
Lycée,3,ad_1026
Crèche,11,ad_1026
Autolib',2,ad_1026
Location de vélo,10,ad_1026
Station de taxi,1,ad_1026
Vélib',11,ad_1026
Médecin généraliste,16,ad_1026
Médecin spécialiste,11,ad_1026
Pharmacie,12,ad_1026
Bar,15,ad_764
Restaurant,64,ad_764
Monument historique,3,ad_764
Théâtre,1,ad_764
"Parc, Jardin et Square",3,ad_764
Terrain et Salle de sport,8,ad_764
Banque,4,ad_764
Boucherie,8,ad_764
Boulangerie,23,ad_764
Bureau de poste,3,ad_764
Marché de quartier,2,ad_764
Presse et Tabac,2,ad_764
Supérette,12,ad_764
Supermarché et Hypermarché,18,ad_764
Collège,3,ad_764
Ecole maternelle,7,ad_764
Ecole primaire,9,ad_764
Enseignement supérieur,2,ad_764
Lycée,1,ad_764
Crèche,12,ad_764
Autolib',7,ad_764
Location de vélo,14,ad_764
Parking,1,ad_764
Station de taxi,2,ad_764
Vélib',13,ad_764
Médecin généraliste,43,ad_764
Médecin spécialiste,27,ad_764
Pharmacie,20,ad_764
Bar,5,ad_102
Restaurant,34,ad_102
Monument historique,1,ad_102
"Parc, Jardin et Square",3,ad_102
Salle de musculation / cardiotraining,1,ad_102
Terrain et Salle de sport,7,ad_102
Banque,10,ad_102
Boucherie,4,ad_102
Boulangerie,9,ad_102
Bureau de poste,1,ad_102
Presse et Tabac,4,ad_102
Supérette,5,ad_102
Supermarché et Hypermarché,10,ad_102
Collège,2,ad_102
Ecole maternelle,5,ad_102
Ecole primaire,2,ad_102
Lycée,1,ad_102
Crèche,2,ad_102
Autolib',5,ad_102
Location de vélo,11,ad_102
Parking,2,ad_102
Station de taxi,2,ad_102
Station service,1,ad_102
Vélib',9,ad_102
Médecin généraliste,18,ad_102
Médecin spécialiste,42,ad_102
Pharmacie,11,ad_102
Bar,3,ad_1637
Restaurant,25,ad_1637
Monument historique,1,ad_1637
"Parc, Jardin et Square",6,ad_1637
Terrain et Salle de sport,6,ad_1637
Banque,8,ad_1637
Boucherie,1,ad_1637
Boulangerie,5,ad_1637
Presse et Tabac,1,ad_1637
Supérette,2,ad_1637
Supermarché et Hypermarché,9,ad_1637
Collège,3,ad_1637
Ecole maternelle,3,ad_1637
Ecole primaire,5,ad_1637
Enseignement supérieur,2,ad_1637
Lycée,2,ad_1637
Crèche,3,ad_1637
Ludothèque,1,ad_1637
Autolib',4,ad_1637
Location de vélo,8,ad_1637
Station service,2,ad_1637
Vélib',10,ad_1637
Médecin généraliste,19,ad_1637
Médecin spécialiste,21,ad_1637
Pharmacie,7,ad_1637
Bar,5,ad_48
Restaurant,16,ad_48
Monument historique,1,ad_48
Théâtre,1,ad_48
"Parc, Jardin et Square",13,ad_48
Terrain et Salle de sport,15,ad_48
Banque,5,ad_48
Boucherie,3,ad_48
Boulangerie,14,ad_48
Bureau de poste,3,ad_48
Marché de quartier,2,ad_48
Presse et Tabac,1,ad_48
Supérette,7,ad_48
Supermarché et Hypermarché,10,ad_48
Collège,3,ad_48
Ecole maternelle,4,ad_48
Ecole primaire,6,ad_48
Enseignement supérieur,5,ad_48
Lycée,3,ad_48
Crèche,11,ad_48
Autolib',4,ad_48
Gare ferroviaire,1,ad_48
Location de vélo,6,ad_48
Parking,1,ad_48
Station de taxi,2,ad_48
Station service,1,ad_48
Vélib',7,ad_48
Hôpital,2,ad_48
Médecin généraliste,27,ad_48
Médecin spécialiste,9,ad_48
Pharmacie,9,ad_48
Bar,8,ad_355
Restaurant,21,ad_355
Monument historique,7,ad_355
"Parc, Jardin et Square",6,ad_355
Salle de musculation / cardiotraining,1,ad_355
Terrain et Salle de sport,7,ad_355
Banque,1,ad_355
Boucherie,2,ad_355
Boulangerie,4,ad_355
Bureau de poste,1,ad_355
Presse et Tabac,2,ad_355
Supérette,2,ad_355
Supermarché et Hypermarché,7,ad_355
Collège,2,ad_355
Ecole maternelle,5,ad_355
Ecole primaire,8,ad_355
Enseignement supérieur,1,ad_355
Lycée,2,ad_355
Crèche,8,ad_355
Autolib',2,ad_355
Location de vélo,5,ad_355
Vélib',5,ad_355
Médecin généraliste,16,ad_355
Médecin spécialiste,7,ad_355
Pharmacie,7,ad_355
Bar,1,ad_1525
Restaurant,11,ad_1525
Monument historique,10,ad_1525
"Parc, Jardin et Square",55,ad_1525
Salle de musculation / cardiotraining,2,ad_1525
Terrain et Salle de sport,9,ad_1525
Banque,14,ad_1525
Boucherie,2,ad_1525
Boulangerie,6,ad_1525
Bureau de poste,1,ad_1525
Presse et Tabac,2,ad_1525
Supérette,3,ad_1525
Supermarché et Hypermarché,6,ad_1525
Collège,4,ad_1525
Ecole primaire,3,ad_1525
Enseignement supérieur,1,ad_1525
Lycée,4,ad_1525
Crèche,1,ad_1525
Ludothèque,1,ad_1525
Autolib',3,ad_1525
Location de vélo,8,ad_1525
Parking,2,ad_1525
Station de taxi,2,ad_1525
Station service,2,ad_1525
Vélib',8,ad_1525
Hôpital,1,ad_1525
Médecin généraliste,37,ad_1525
Médecin spécialiste,158,ad_1525
Pharmacie,8,ad_1525
Bar,16,ad_144
Restaurant,48,ad_144
Monument historique,19,ad_144
Théâtre,2,ad_144
Cinéma,1,ad_144
"Parc, Jardin et Square",2,ad_144
Terrain et Salle de sport,4,ad_144
Banque,3,ad_144
Boucherie,1,ad_144
Boulangerie,8,ad_144
Bureau de poste,2,ad_144
Presse et Tabac,4,ad_144
Supérette,6,ad_144
Supermarché et Hypermarché,11,ad_144
Ecole maternelle,3,ad_144
Ecole primaire,3,ad_144
Enseignement supérieur,4,ad_144
Lycée,1,ad_144
Crèche,4,ad_144
Autolib',5,ad_144
Location de vélo,8,ad_144
Parking,3,ad_144
Vélib',10,ad_144
Médecin généraliste,10,ad_144
Médecin spécialiste,3,ad_144
Pharmacie,9,ad_144
Bar,5,ad_1320
Restaurant,16,ad_1320
Monument historique,2,ad_1320
"Parc, Jardin et Square",1,ad_1320
Terrain et Salle de sport,10,ad_1320
Banque,3,ad_1320
Boulangerie,7,ad_1320
Bureau de poste,2,ad_1320
Presse et Tabac,3,ad_1320
Supérette,4,ad_1320
Supermarché et Hypermarché,5,ad_1320
Collège,2,ad_1320
Ecole maternelle,8,ad_1320
Ecole primaire,7,ad_1320
Lycée,1,ad_1320
Crèche,8,ad_1320
Autolib',5,ad_1320
Location de vélo,2,ad_1320
Vélib',3,ad_1320
Médecin généraliste,16,ad_1320
Médecin spécialiste,10,ad_1320
Pharmacie,5,ad_1320
Bar,11,ad_1146
Restaurant,17,ad_1146
Monument historique,13,ad_1146
Cinéma,1,ad_1146
"Parc, Jardin et Square",2,ad_1146
Salle de musculation / cardiotraining,1,ad_1146
Terrain et Salle de sport,10,ad_1146
Banque,5,ad_1146
Boucherie,5,ad_1146
Boulangerie,7,ad_1146
Bureau de poste,1,ad_1146
Marché de quartier,1,ad_1146
Presse et Tabac,1,ad_1146
Supermarché et Hypermarché,2,ad_1146
Collège,1,ad_1146
Ecole maternelle,1,ad_1146
Ecole primaire,4,ad_1146
Enseignement supérieur,1,ad_1146
Lycée,2,ad_1146
Crèche,5,ad_1146
Autolib',5,ad_1146
Location de vélo,4,ad_1146
Station de taxi,2,ad_1146
Station service,1,ad_1146
Vélib',4,ad_1146
Médecin généraliste,23,ad_1146
Médecin spécialiste,83,ad_1146
Pharmacie,5,ad_1146
Bar,4,ad_1075
Restaurant,31,ad_1075
Monument historique,1,ad_1075
Théâtre,2,ad_1075
"Parc, Jardin et Square",5,ad_1075
Terrain et Salle de sport,7,ad_1075
Banque,3,ad_1075
Boucherie,3,ad_1075
Boulangerie,10,ad_1075
Bureau de poste,2,ad_1075
Marché de quartier,1,ad_1075
Supérette,5,ad_1075
Supermarché et Hypermarché,7,ad_1075
Collège,4,ad_1075
Ecole maternelle,3,ad_1075
Ecole primaire,7,ad_1075
Lycée,4,ad_1075
Crèche,8,ad_1075
Autolib',4,ad_1075
Location de vélo,6,ad_1075
Station de taxi,1,ad_1075
Vélib',7,ad_1075
Médecin généraliste,21,ad_1075
Médecin spécialiste,56,ad_1075
Pharmacie,8,ad_1075
Bar,26,ad_1464
Restaurant,73,ad_1464
Monument historique,12,ad_1464
Théâtre,3,ad_1464
"Parc, Jardin et Square",5,ad_1464
Salle de musculation / cardiotraining,1,ad_1464
Terrain et Salle de sport,10,ad_1464
Banque,18,ad_1464
Boucherie,4,ad_1464
Boulangerie,18,ad_1464
Bureau de poste,2,ad_1464
Marché de quartier,1,ad_1464
Presse et Tabac,4,ad_1464
Supérette,14,ad_1464
Supermarché et Hypermarché,18,ad_1464
Collège,1,ad_1464
Ecole maternelle,3,ad_1464
Ecole primaire,5,ad_1464
Enseignement supérieur,7,ad_1464
Crèche,6,ad_1464
Autolib',7,ad_1464
Location de vélo,16,ad_1464
Parking,1,ad_1464
Station de taxi,1,ad_1464
Vélib',16,ad_1464
Hôpital,1,ad_1464
Médecin généraliste,43,ad_1464
Médecin spécialiste,31,ad_1464
Pharmacie,20,ad_1464
Bar,14,ad_1975
Restaurant,18,ad_1975
"Parc, Jardin et Square",1,ad_1975
Terrain et Salle de sport,4,ad_1975
Banque,4,ad_1975
Boucherie,3,ad_1975
Boulangerie,8,ad_1975
Presse et Tabac,1,ad_1975
Supérette,5,ad_1975
Supermarché et Hypermarché,7,ad_1975
