name,number,ad_id
Collège,1,ad_279
Ecole maternelle,3,ad_279
Ecole primaire,4,ad_279
Enseignement supérieur,2,ad_279
Lycée,3,ad_279
Crèche,11,ad_279
Autolib',2,ad_279
Location de vélo,10,ad_279
Station de taxi,1,ad_279
Vélib',11,ad_279
Médecin généraliste,16,ad_279
Médecin spécialiste,11,ad_279
Pharmacie,12,ad_279
Bar,5,ad_1541
Restaurant,34,ad_1541
Monument historique,1,ad_1541
"Parc, Jardin et Square",3,ad_1541
Salle de musculation / cardiotraining,1,ad_1541
Terrain et Salle de sport,7,ad_1541
Banque,10,ad_1541
Boucherie,4,ad_1541
Boulangerie,9,ad_1541
Bureau de poste,1,ad_1541
Presse et Tabac,4,ad_1541
Supérette,5,ad_1541
Supermarché et Hypermarché,10,ad_1541
Collège,2,ad_1541
Ecole maternelle,5,ad_1541
Ecole primaire,2,ad_1541
Lycée,1,ad_1541
Crèche,2,ad_1541
Autolib',5,ad_1541
Location de vélo,11,ad_1541
Parking,2,ad_1541
Station de taxi,2,ad_1541
Station service,1,ad_1541
Vélib',9,ad_1541
Médecin généraliste,18,ad_1541
Médecin spécialiste,42,ad_1541
Pharmacie,11,ad_1541
Bar,23,ad_490
Restaurant,57,ad_490
Monument historique,16,ad_490
Théâtre,3,ad_490
Cinéma,3,ad_490
"Parc, Jardin et Square",4,ad_490
Terrain et Salle de sport,19,ad_490
Banque,9,ad_490
Boucherie,1,ad_490
Boulangerie,9,ad_490
Bureau de poste,3,ad_490
Presse et Tabac,4,ad_490
Supérette,8,ad_490
Supermarché et Hypermarché,20,ad_490
Collège,2,ad_490
Ecole maternelle,5,ad_490
Ecole primaire,6,ad_490
Enseignement supérieur,9,ad_490
Lycée,3,ad_490
Crèche,7,ad_490
Autolib',8,ad_490
Location de vélo,8,ad_490
Parking,1,ad_490
Station service,1,ad_490
Vélib',10,ad_490
Médecin généraliste,27,ad_490
Médecin spécialiste,38,ad_490
Pharmacie,15,ad_490
Bar,4,ad_1833
Restaurant,31,ad_1833
Monument historique,1,ad_1833
Théâtre,2,ad_1833
"Parc, Jardin et Square",5,ad_1833
Terrain et Salle de sport,7,ad_1833
Banque,3,ad_1833
Boucherie,3,ad_1833
Boulangerie,10,ad_1833
Bureau de poste,2,ad_1833
Marché de quartier,1,ad_1833
Supérette,5,ad_1833
Supermarché et Hypermarché,7,ad_1833
Collège,4,ad_1833
Ecole maternelle,3,ad_1833
Ecole primaire,7,ad_1833
Lycée,4,ad_1833
Crèche,8,ad_1833
Autolib',4,ad_1833
Location de vélo,6,ad_1833
Station de taxi,1,ad_1833
Vélib',7,ad_1833
Médecin généraliste,21,ad_1833
Médecin spécialiste,56,ad_1833
Pharmacie,8,ad_1833
Bar,10,ad_404
Restaurant,25,ad_404
Monument historique,1,ad_404
Théâtre,2,ad_404
"Parc, Jardin et Square",3,ad_404
Terrain et Salle de sport,4,ad_404
Banque,1,ad_404
Boucherie,7,ad_404
Boulangerie,9,ad_404
Bureau de poste,2,ad_404
Marché de quartier,1,ad_404
Presse et Tabac,3,ad_404
Supérette,7,ad_404
Supermarché et Hypermarché,9,ad_404
Collège,2,ad_404
Ecole maternelle,6,ad_404
Ecole primaire,6,ad_404
Enseignement supérieur,1,ad_404
Crèche,9,ad_404
Ludothèque,1,ad_404
Autolib',5,ad_404
Location de vélo,9,ad_404
Station de taxi,2,ad_404
Vélib',9,ad_404
Médecin généraliste,18,ad_404
Médecin spécialiste,2,ad_404
Pharmacie,16,ad_404
Bar,26,ad_1188
Restaurant,73,ad_1188
Monument historique,12,ad_1188
Théâtre,3,ad_1188
"Parc, Jardin et Square",5,ad_1188
Salle de musculation / cardiotraining,1,ad_1188
Terrain et Salle de sport,10,ad_1188
Banque,18,ad_1188
Boucherie,4,ad_1188
Boulangerie,18,ad_1188
Bureau de poste,2,ad_1188
Marché de quartier,1,ad_1188
Presse et Tabac,4,ad_1188
Supérette,14,ad_1188
Supermarché et Hypermarché,18,ad_1188
Collège,1,ad_1188
Ecole maternelle,3,ad_1188
Ecole primaire,5,ad_1188
Enseignement supérieur,7,ad_1188
Crèche,6,ad_1188
Autolib',7,ad_1188
Location de vélo,16,ad_1188
Parking,1,ad_1188
Station de taxi,1,ad_1188
Vélib',16,ad_1188
Hôpital,1,ad_1188
Médecin généraliste,43,ad_1188
Médecin spécialiste,31,ad_1188
Pharmacie,20,ad_1188
Bar,15,ad_1488
Restaurant,51,ad_1488
Monument historique,47,ad_1488
Théâtre,1,ad_1488
Terrain et Salle de sport,2,ad_1488
Banque,4,ad_1488
Boucherie,3,ad_1488
Boulangerie,11,ad_1488
Bureau de poste,1,ad_1488
Presse et Tabac,2,ad_1488
Supérette,3,ad_1488
Supermarché et Hypermarché,8,ad_1488
Collège,1,ad_1488
Ecole maternelle,1,ad_1488
Ecole primaire,3,ad_1488
Enseignement supérieur,2,ad_1488
Lycée,4,ad_1488
Crèche,2,ad_1488
Autolib',2,ad_1488
Location de vélo,8,ad_1488
Parking,1,ad_1488
Vélib',8,ad_1488
Médecin généraliste,8,ad_1488
Médecin spécialiste,12,ad_1488
Pharmacie,8,ad_1488
Bar,5,ad_350
Restaurant,38,ad_350
Monument historique,5,ad_350
Cinéma,1,ad_350
"Parc, Jardin et Square",7,ad_350
Terrain et Salle de sport,9,ad_350
Banque,4,ad_350
Boucherie,2,ad_350
Boulangerie,13,ad_350
Bureau de poste,1,ad_350
Marché de quartier,1,ad_350
Presse et Tabac,2,ad_350
Supérette,5,ad_350
Supermarché et Hypermarché,7,ad_350
Collège,4,ad_350
Ecole maternelle,5,ad_350
Ecole primaire,6,ad_350
Enseignement supérieur,1,ad_350
Lycée,4,ad_350
Crèche,10,ad_350
Ludothèque,1,ad_350
Autolib',3,ad_350
Location de vélo,5,ad_350
Station de taxi,1,ad_350
Station service,1,ad_350
Vélib',10,ad_350
Médecin généraliste,31,ad_350
Médecin spécialiste,21,ad_350
Pharmacie,9,ad_350
Bar,15,ad_2118
Restaurant,17,ad_2118
Monument historique,63,ad_2118
Théâtre,3,ad_2118
Cinéma,1,ad_2118
Terrain et Salle de sport,4,ad_2118
Banque,6,ad_2118
Boucherie,2,ad_2118
Boulangerie,5,ad_2118
Presse et Tabac,2,ad_2118
Supérette,1,ad_2118
Supermarché et Hypermarché,4,ad_2118
Collège,1,ad_2118
Ecole maternelle,2,ad_2118
Ecole primaire,1,ad_2118
Enseignement supérieur,1,ad_2118
Lycée,1,ad_2118
Crèche,4,ad_2118
Autolib',1,ad_2118
Location de vélo,7,ad_2118
Parking,2,ad_2118
Station de taxi,3,ad_2118
Vélib',5,ad_2118
Médecin généraliste,13,ad_2118
Médecin spécialiste,3,ad_2118
Pharmacie,5,ad_2118
Bar,16,ad_1074
Restaurant,35,ad_1074
Monument historique,9,ad_1074
Théâtre,1,ad_1074
"Parc, Jardin et Square",2,ad_1074
Terrain et Salle de sport,1,ad_1074
Banque,11,ad_1074
Boulangerie,2,ad_1074
Bureau de poste,1,ad_1074
Presse et Tabac,2,ad_1074
Supérette,3,ad_1074
Supermarché et Hypermarché,6,ad_1074
Collège,1,ad_1074
Ecole primaire,2,ad_1074
Enseignement supérieur,5,ad_1074
Lycée,2,ad_1074
Crèche,5,ad_1074
Autolib',5,ad_1074
Location de vélo,4,ad_1074
Parking,2,ad_1074
Station de taxi,3,ad_1074
Vélib',4,ad_1074
Médecin généraliste,11,ad_1074
Médecin spécialiste,12,ad_1074
Pharmacie,7,ad_1074
Bar,5,ad_1818
Restaurant,16,ad_1818
Monument historique,2,ad_1818
"Parc, Jardin et Square",1,ad_1818
Terrain et Salle de sport,10,ad_1818
Banque,3,ad_1818
Boulangerie,7,ad_1818
Bureau de poste,2,ad_1818
Presse et Tabac,3,ad_1818
Supérette,4,ad_1818
Supermarché et Hypermarché,5,ad_1818
Collège,2,ad_1818
Ecole maternelle,8,ad_1818
Ecole primaire,7,ad_1818
Lycée,1,ad_1818
Crèche,8,ad_1818
Autolib',5,ad_1818
Location de vélo,2,ad_1818
Vélib',3,ad_1818
Médecin généraliste,16,ad_1818
Médecin spécialiste,10,ad_1818
Pharmacie,5,ad_1818
Bar,15,ad_1249
Restaurant,51,ad_1249
Monument historique,47,ad_1249
Théâtre,1,ad_1249
Terrain et Salle de sport,2,ad_1249
Banque,4,ad_1249
Boucherie,3,ad_1249
Boulangerie,11,ad_1249
Bureau de poste,1,ad_1249
Presse et Tabac,2,ad_1249
Supérette,3,ad_1249
Supermarché et Hypermarché,8,ad_1249
Collège,1,ad_1249
Ecole maternelle,1,ad_1249
Ecole primaire,3,ad_1249
Enseignement supérieur,2,ad_1249
Lycée,4,ad_1249
Crèche,2,ad_1249
Autolib',2,ad_1249
Location de vélo,8,ad_1249
Parking,1,ad_1249
Vélib',8,ad_1249
Médecin généraliste,8,ad_1249
Médecin spécialiste,12,ad_1249
Pharmacie,8,ad_1249
Bar,5,ad_1966
Restaurant,33,ad_1966
Monument historique,1,ad_1966
"Parc, Jardin et Square",7,ad_1966
Terrain et Salle de sport,8,ad_1966
Banque,6,ad_1966
Boucherie,3,ad_1966
Boulangerie,9,ad_1966
Bureau de poste,1,ad_1966
Marché de quartier,1,ad_1966
Presse et Tabac,1,ad_1966
Supérette,4,ad_1966
Supermarché et Hypermarché,8,ad_1966
Collège,2,ad_1966
Ecole maternelle,4,ad_1966
Ecole primaire,8,ad_1966
Enseignement supérieur,3,ad_1966
Lycée,1,ad_1966
Crèche,16,ad_1966
Autolib',5,ad_1966
Location de vélo,6,ad_1966
Parking,2,ad_1966
Station de taxi,4,ad_1966
Station service,1,ad_1966
Vélib',8,ad_1966
Médecin généraliste,8,ad_1966
Médecin spécialiste,11,ad_1966
Pharmacie,10,ad_1966
Bar,4,ad_1597
Restaurant,31,ad_1597
Monument historique,1,ad_1597
Théâtre,2,ad_1597
"Parc, Jardin et Square",5,ad_1597
Terrain et Salle de sport,7,ad_1597
Banque,3,ad_1597
Boucherie,3,ad_1597
Boulangerie,10,ad_1597
Bureau de poste,2,ad_1597
Marché de quartier,1,ad_1597
Supérette,5,ad_1597
Supermarché et Hypermarché,7,ad_1597
Collège,4,ad_1597
Ecole maternelle,3,ad_1597
Ecole primaire,7,ad_1597
Lycée,4,ad_1597
Crèche,8,ad_1597
Autolib',4,ad_1597
Location de vélo,6,ad_1597
Station de taxi,1,ad_1597
Vélib',7,ad_1597
Médecin généraliste,21,ad_1597
Médecin spécialiste,56,ad_1597
Pharmacie,8,ad_1597
Bar,13,ad_1832
Restaurant,32,ad_1832
Théâtre,3,ad_1832
Cinéma,1,ad_1832
"Parc, Jardin et Square",3,ad_1832
Terrain et Salle de sport,15,ad_1832
Banque,12,ad_1832
Boucherie,5,ad_1832
Boulangerie,16,ad_1832
Bureau de poste,3,ad_1832
Marché de quartier,2,ad_1832
Presse et Tabac,2,ad_1832
Supérette,5,ad_1832
Supermarché et Hypermarché,12,ad_1832
Collège,8,ad_1832
Ecole maternelle,6,ad_1832
Ecole primaire,10,ad_1832
Lycée,4,ad_1832
Crèche,12,ad_1832
Ludothèque,2,ad_1832
Autolib',9,ad_1832
Location de vélo,12,ad_1832
Station de taxi,3,ad_1832
Station service,8,ad_1832
Vélib',15,ad_1832
Hôpital,1,ad_1832
Médecin généraliste,33,ad_1832
Médecin spécialiste,40,ad_1832
Pharmacie,13,ad_1832
Bar,15,ad_1487
Restaurant,51,ad_1487
Monument historique,47,ad_1487
Théâtre,1,ad_1487
Terrain et Salle de sport,2,ad_1487
Banque,4,ad_1487
Boucherie,3,ad_1487
Boulangerie,11,ad_1487
Bureau de poste,1,ad_1487
Presse et Tabac,2,ad_1487
Supérette,3,ad_1487
Supermarché et Hypermarché,8,ad_1487
Collège,1,ad_1487
Ecole maternelle,1,ad_1487
Ecole primaire,3,ad_1487
Enseignement supérieur,2,ad_1487
Lycée,4,ad_1487
Crèche,2,ad_1487
Autolib',2,ad_1487
Location de vélo,8,ad_1487
Parking,1,ad_1487
Vélib',8,ad_1487
Médecin généraliste,8,ad_1487
Médecin spécialiste,12,ad_1487
Pharmacie,8,ad_1487
Bar,14,ad_1009
Restaurant,43,ad_1009
Monument historique,6,ad_1009
Théâtre,4,ad_1009
"Parc, Jardin et Square",1,ad_1009
Terrain et Salle de sport,10,ad_1009
Banque,8,ad_1009
Boucherie,7,ad_1009
Boulangerie,9,ad_1009
Bureau de poste,3,ad_1009
Marché de quartier,2,ad_1009
Presse et Tabac,5,ad_1009
Supérette,9,ad_1009
Supermarché et Hypermarché,12,ad_1009
Collège,7,ad_1009
Ecole maternelle,5,ad_1009
Ecole primaire,11,ad_1009
Enseignement supérieur,2,ad_1009
Lycée,7,ad_1009
Crèche,13,ad_1009
Ludothèque,1,ad_1009
Autolib',5,ad_1009
Location de vélo,8,ad_1009
Vélib',8,ad_1009
Hôpital,1,ad_1009
Médecin généraliste,32,ad_1009
Médecin spécialiste,41,ad_1009
Pharmacie,14,ad_1009
Bar,5,ad_1088
Restaurant,13,ad_1088
Monument historique,18,ad_1088
Théâtre,3,ad_1088
Cinéma,2,ad_1088
"Parc, Jardin et Square",2,ad_1088
Terrain et Salle de sport,4,ad_1088
Banque,5,ad_1088
Boucherie,1,ad_1088
Boulangerie,8,ad_1088
Marché de quartier,1,ad_1088
Presse et Tabac,1,ad_1088
Supérette,2,ad_1088
Supermarché et Hypermarché,4,ad_1088
Collège,4,ad_1088
Ecole maternelle,2,ad_1088
Ecole primaire,3,ad_1088
Enseignement supérieur,13,ad_1088
Lycée,6,ad_1088
Crèche,6,ad_1088
Autolib',4,ad_1088
Location de vélo,6,ad_1088
Vélib',7,ad_1088
Médecin généraliste,11,ad_1088
Médecin spécialiste,27,ad_1088
Pharmacie,5,ad_1088
Bar,5,ad_1472
Restaurant,16,ad_1472
Monument historique,1,ad_1472
Théâtre,1,ad_1472
"Parc, Jardin et Square",13,ad_1472
Terrain et Salle de sport,15,ad_1472
Banque,5,ad_1472
Boucherie,3,ad_1472
Boulangerie,14,ad_1472
Bureau de poste,3,ad_1472
Marché de quartier,2,ad_1472
Presse et Tabac,1,ad_1472
Supérette,7,ad_1472
Supermarché et Hypermarché,10,ad_1472
Collège,3,ad_1472
Ecole maternelle,4,ad_1472
Ecole primaire,6,ad_1472
Enseignement supérieur,5,ad_1472
Lycée,3,ad_1472
Crèche,11,ad_1472
Autolib',4,ad_1472
Gare ferroviaire,1,ad_1472
Location de vélo,6,ad_1472
Parking,1,ad_1472
Station de taxi,2,ad_1472
Station service,1,ad_1472
Vélib',7,ad_1472
Hôpital,2,ad_1472
Médecin généraliste,27,ad_1472
Médecin spécialiste,9,ad_1472
Pharmacie,9,ad_1472
Bar,18,ad_550
Restaurant,49,ad_550
Monument historique,4,ad_550
"Parc, Jardin et Square",3,ad_550
Terrain et Salle de sport,8,ad_550
Banque,7,ad_550
Boucherie,5,ad_550
Boulangerie,14,ad_550
Bureau de poste,2,ad_550
Marché de quartier,1,ad_550
Presse et Tabac,2,ad_550
Supérette,8,ad_550
Supermarché et Hypermarché,13,ad_550
Ecole maternelle,2,ad_550
Ecole primaire,5,ad_550
Enseignement supérieur,6,ad_550
Crèche,6,ad_550
Autolib',3,ad_550
Location de vélo,6,ad_550
Parking,1,ad_550
Station de taxi,2,ad_550
Vélib',9,ad_550
Médecin généraliste,23,ad_550
Médecin spécialiste,49,ad_550
Pharmacie,15,ad_550
Bar,5,ad_1829
Restaurant,38,ad_1829
Monument historique,5,ad_1829
Cinéma,1,ad_1829
"Parc, Jardin et Square",7,ad_1829
Terrain et Salle de sport,9,ad_1829
Banque,4,ad_1829
Boucherie,2,ad_1829
Boulangerie,13,ad_1829
Bureau de poste,1,ad_1829
Marché de quartier,1,ad_1829
Presse et Tabac,2,ad_1829
Supérette,5,ad_1829
Supermarché et Hypermarché,7,ad_1829
Collège,4,ad_1829
Ecole maternelle,5,ad_1829
Ecole primaire,6,ad_1829
Enseignement supérieur,1,ad_1829
Lycée,4,ad_1829
Crèche,10,ad_1829
Ludothèque,1,ad_1829
Autolib',3,ad_1829
Location de vélo,5,ad_1829
Station de taxi,1,ad_1829
Station service,1,ad_1829
Vélib',10,ad_1829
Médecin généraliste,31,ad_1829
Médecin spécialiste,21,ad_1829
Pharmacie,9,ad_1829
Bar,14,ad_1537
Restaurant,34,ad_1537
Monument historique,49,ad_1537
Théâtre,5,ad_1537
"Parc, Jardin et Square",7,ad_1537
Salle de musculation / cardiotraining,2,ad_1537
Terrain et Salle de sport,4,ad_1537
Banque,6,ad_1537
Boucherie,3,ad_1537
Boulangerie,4,ad_1537
Bureau de poste,1,ad_1537
Marché de quartier,1,ad_1537
Presse et Tabac,8,ad_1537
Supérette,3,ad_1537
Supermarché et Hypermarché,6,ad_1537
Ecole maternelle,1,ad_1537
Ecole primaire,1,ad_1537
Enseignement supérieur,2,ad_1537
Lycée,2,ad_1537
Crèche,3,ad_1537
Autolib',5,ad_1537
Location de vélo,7,ad_1537
Parking,6,ad_1537
Station de taxi,1,ad_1537
Vélib',6,ad_1537
Médecin généraliste,32,ad_1537
Médecin spécialiste,37,ad_1537
Pharmacie,5,ad_1537
Bar,1,ad_1657
Restaurant,11,ad_1657
Monument historique,10,ad_1657
"Parc, Jardin et Square",55,ad_1657
Salle de musculation / cardiotraining,2,ad_1657
Terrain et Salle de sport,9,ad_1657
Banque,14,ad_1657
Boucherie,2,ad_1657
Boulangerie,6,ad_1657
Bureau de poste,1,ad_1657
Presse et Tabac,2,ad_1657
Supérette,3,ad_1657
Supermarché et Hypermarché,6,ad_1657
Collège,4,ad_1657
Ecole primaire,3,ad_1657
Enseignement supérieur,1,ad_1657
Lycée,4,ad_1657
Crèche,1,ad_1657
Ludothèque,1,ad_1657
Autolib',3,ad_1657
Location de vélo,8,ad_1657
Parking,2,ad_1657
Station de taxi,2,ad_1657
Station service,2,ad_1657
Vélib',8,ad_1657
Hôpital,1,ad_1657
Médecin généraliste,37,ad_1657
Médecin spécialiste,158,ad_1657
Pharmacie,8,ad_1657
Bar,19,ad_1847
Restaurant,36,ad_1847
Monument historique,5,ad_1847
Théâtre,1,ad_1847
"Parc, Jardin et Square",5,ad_1847
Terrain et Salle de sport,9,ad_1847
Banque,3,ad_1847
Boucherie,3,ad_1847
Boulangerie,8,ad_1847
Bureau de poste,2,ad_1847
Marché de quartier,2,ad_1847
Presse et Tabac,3,ad_1847
Supérette,6,ad_1847
Supermarché et Hypermarché,15,ad_1847
Collège,1,ad_1847
Ecole maternelle,6,ad_1847
Ecole primaire,7,ad_1847
Enseignement supérieur,3,ad_1847
Lycée,3,ad_1847
Crèche,10,ad_1847
Ludothèque,1,ad_1847
Autolib',7,ad_1847
Location de vélo,13,ad_1847
Station de taxi,2,ad_1847
Vélib',13,ad_1847
Médecin généraliste,21,ad_1847
Médecin spécialiste,3,ad_1847
Pharmacie,10,ad_1847
Bar,6,ad_1709
Restaurant,24,ad_1709
Monument historique,2,ad_1709
Théâtre,1,ad_1709
Terrain et Salle de sport,4,ad_1709
Banque,2,ad_1709
Boucherie,3,ad_1709
Boulangerie,8,ad_1709
Bureau de poste,1,ad_1709
Presse et Tabac,4,ad_1709
Supérette,5,ad_1709
Supermarché et Hypermarché,7,ad_1709
Ecole maternelle,1,ad_1709
Ecole primaire,2,ad_1709
Enseignement supérieur,9,ad_1709
Crèche,2,ad_1709
Autolib',4,ad_1709
Gare ferroviaire,1,ad_1709
Location de vélo,6,ad_1709
Parking,2,ad_1709
Station de taxi,2,ad_1709
Vélib',6,ad_1709
Médecin généraliste,16,ad_1709
Médecin spécialiste,15,ad_1709
Pharmacie,7,ad_1709
Bar,5,ad_382
Restaurant,38,ad_382
Monument historique,5,ad_382
Cinéma,1,ad_382
"Parc, Jardin et Square",7,ad_382
Terrain et Salle de sport,9,ad_382
Banque,4,ad_382
Boucherie,2,ad_382
Boulangerie,13,ad_382
Bureau de poste,1,ad_382
Marché de quartier,1,ad_382
Presse et Tabac,2,ad_382
Supérette,5,ad_382
Supermarché et Hypermarché,7,ad_382
Collège,4,ad_382
Ecole maternelle,5,ad_382
Ecole primaire,6,ad_382
Enseignement supérieur,1,ad_382
Lycée,4,ad_382
Crèche,10,ad_382
Ludothèque,1,ad_382
Autolib',3,ad_382
Location de vélo,5,ad_382
Station de taxi,1,ad_382
Station service,1,ad_382
Vélib',10,ad_382
Médecin généraliste,31,ad_382
Médecin spécialiste,21,ad_382
Pharmacie,9,ad_382
Bar,10,ad_1304
Restaurant,41,ad_1304
Monument historique,16,ad_1304
"Parc, Jardin et Square",36,ad_1304
Salle de musculation / cardiotraining,2,ad_1304
Terrain et Salle de sport,18,ad_1304
Banque,13,ad_1304
Boucherie,6,ad_1304
Boulangerie,22,ad_1304
Bureau de poste,3,ad_1304
Marché de quartier,2,ad_1304
Presse et Tabac,9,ad_1304
Supérette,7,ad_1304
Supermarché et Hypermarché,16,ad_1304
Collège,4,ad_1304
Ecole maternelle,5,ad_1304
Ecole primaire,8,ad_1304
Enseignement supérieur,5,ad_1304
Lycée,5,ad_1304
Crèche,5,ad_1304
Autolib',8,ad_1304
Location de vélo,7,ad_1304
Parking,4,ad_1304
Station de taxi,4,ad_1304
Station service,6,ad_1304
Vélib',10,ad_1304
Médecin généraliste,38,ad_1304
Médecin spécialiste,76,ad_1304
Pharmacie,13,ad_1304
Bar,13,ad_758
Restaurant,32,ad_758
Théâtre,3,ad_758
Cinéma,1,ad_758
"Parc, Jardin et Square",3,ad_758
Terrain et Salle de sport,15,ad_758
Banque,12,ad_758
Boucherie,5,ad_758
Boulangerie,16,ad_758
Bureau de poste,3,ad_758
Marché de quartier,2,ad_758
Presse et Tabac,2,ad_758
Supérette,5,ad_758
Supermarché et Hypermarché,12,ad_758
Collège,8,ad_758
Ecole maternelle,6,ad_758
Ecole primaire,10,ad_758
Lycée,4,ad_758
Crèche,12,ad_758
Ludothèque,2,ad_758
Autolib',9,ad_758
Location de vélo,12,ad_758
Station de taxi,3,ad_758
Station service,8,ad_758
Vélib',15,ad_758
Hôpital,1,ad_758
Médecin généraliste,33,ad_758
Médecin spécialiste,40,ad_758
Pharmacie,13,ad_758
Bar,5,ad_316
Restaurant,38,ad_316
Monument historique,5,ad_316
Cinéma,1,ad_316
"Parc, Jardin et Square",7,ad_316
Terrain et Salle de sport,9,ad_316
Banque,4,ad_316
Boucherie,2,ad_316
Boulangerie,13,ad_316
Bureau de poste,1,ad_316
Marché de quartier,1,ad_316
Presse et Tabac,2,ad_316
Supérette,5,ad_316
Supermarché et Hypermarché,7,ad_316
Collège,4,ad_316
Ecole maternelle,5,ad_316
Ecole primaire,6,ad_316
Enseignement supérieur,1,ad_316
Lycée,4,ad_316
Crèche,10,ad_316
Ludothèque,1,ad_316
Autolib',3,ad_316
Location de vélo,5,ad_316
Station de taxi,1,ad_316
Station service,1,ad_316
Vélib',10,ad_316
Médecin généraliste,31,ad_316
Médecin spécialiste,21,ad_316
Pharmacie,9,ad_316
Bar,16,ad_232
Restaurant,57,ad_232
Monument historique,15,ad_232
Théâtre,2,ad_232
"Parc, Jardin et Square",36,ad_232
Terrain et Salle de sport,6,ad_232
Banque,18,ad_232
Boucherie,6,ad_232
Boulangerie,12,ad_232
Bureau de poste,4,ad_232
Marché de quartier,1,ad_232
Presse et Tabac,8,ad_232
Supérette,2,ad_232
Supermarché et Hypermarché,6,ad_232
Collège,2,ad_232
Ecole maternelle,3,ad_232
Ecole primaire,8,ad_232
Enseignement supérieur,3,ad_232
Lycée,2,ad_232
Crèche,4,ad_232
Autolib',11,ad_232
Location de vélo,6,ad_232
Parking,3,ad_232
Station de taxi,12,ad_232
Station service,3,ad_232
Vélib',10,ad_232
Médecin généraliste,75,ad_232
Médecin spécialiste,210,ad_232
Pharmacie,20,ad_232
Bar,10,ad_227
Restaurant,25,ad_227
Monument historique,1,ad_227
Théâtre,2,ad_227
"Parc, Jardin et Square",3,ad_227
Terrain et Salle de sport,4,ad_227
Banque,1,ad_227
Boucherie,7,ad_227
Boulangerie,9,ad_227
Bureau de poste,2,ad_227
Marché de quartier,1,ad_227
Presse et Tabac,3,ad_227
Supérette,7,ad_227
Supermarché et Hypermarché,9,ad_227
Collège,2,ad_227
Ecole maternelle,6,ad_227
Ecole primaire,6,ad_227
Enseignement supérieur,1,ad_227
Crèche,9,ad_227
Ludothèque,1,ad_227
Autolib',5,ad_227
Location de vélo,9,ad_227
Station de taxi,2,ad_227
Vélib',9,ad_227
Médecin généraliste,18,ad_227
Médecin spécialiste,2,ad_227
Pharmacie,16,ad_227
Bar,6,ad_1902
Restaurant,61,ad_1902
Monument historique,6,ad_1902
Théâtre,1,ad_1902
"Parc, Jardin et Square",7,ad_1902
Salle de musculation / cardiotraining,1,ad_1902
Terrain et Salle de sport,14,ad_1902
Banque,8,ad_1902
Boucherie,5,ad_1902
Boulangerie,9,ad_1902
Bureau de poste,2,ad_1902
Marché de quartier,1,ad_1902
Presse et Tabac,3,ad_1902
Supérette,6,ad_1902
Supermarché et Hypermarché,10,ad_1902
Collège,1,ad_1902
Ecole maternelle,3,ad_1902
Ecole primaire,5,ad_1902
Enseignement supérieur,7,ad_1902
Lycée,4,ad_1902
Crèche,8,ad_1902
Autolib',5,ad_1902
Location de vélo,12,ad_1902
Parking,2,ad_1902
Station service,3,ad_1902
Vélib',14,ad_1902
Médecin généraliste,29,ad_1902
Médecin spécialiste,48,ad_1902
Pharmacie,15,ad_1902
Bar,12,ad_374
Restaurant,28,ad_374
Monument historique,26,ad_374
Théâtre,2,ad_374
"Parc, Jardin et Square",1,ad_374
Terrain et Salle de sport,5,ad_374
Banque,6,ad_374
Boucherie,4,ad_374
Boulangerie,7,ad_374
Bureau de poste,2,ad_374
Presse et Tabac,4,ad_374
Supérette,7,ad_374
Supermarché et Hypermarché,8,ad_374
Collège,1,ad_374
Ecole maternelle,4,ad_374
Ecole primaire,5,ad_374
Enseignement supérieur,1,ad_374
Lycée,3,ad_374
Crèche,4,ad_374
Autolib',3,ad_374
Location de vélo,4,ad_374
Station de taxi,2,ad_374
Vélib',7,ad_374
Médecin généraliste,12,ad_374
Médecin spécialiste,12,ad_374
Pharmacie,13,ad_374
Bar,10,ad_1399
Restaurant,41,ad_1399
Monument historique,16,ad_1399
"Parc, Jardin et Square",36,ad_1399
Salle de musculation / cardiotraining,2,ad_1399
Terrain et Salle de sport,18,ad_1399
Banque,13,ad_1399
Boucherie,6,ad_1399
Boulangerie,22,ad_1399
Bureau de poste,3,ad_1399
Marché de quartier,2,ad_1399
Presse et Tabac,9,ad_1399
Supérette,7,ad_1399
Supermarché et Hypermarché,16,ad_1399
Collège,4,ad_1399
Ecole maternelle,5,ad_1399
Ecole primaire,8,ad_1399
Enseignement supérieur,5,ad_1399
Lycée,5,ad_1399
Crèche,5,ad_1399
Autolib',8,ad_1399
Location de vélo,7,ad_1399
Parking,4,ad_1399
Station de taxi,4,ad_1399
Station service,6,ad_1399
Vélib',10,ad_1399
Médecin généraliste,38,ad_1399
Médecin spécialiste,76,ad_1399
Pharmacie,13,ad_1399
Bar,18,ad_1204
Restaurant,49,ad_1204
Monument historique,4,ad_1204
"Parc, Jardin et Square",3,ad_1204
Terrain et Salle de sport,8,ad_1204
Banque,7,ad_1204
Boucherie,5,ad_1204
Boulangerie,14,ad_1204
Bureau de poste,2,ad_1204
Marché de quartier,1,ad_1204
Presse et Tabac,2,ad_1204
Supérette,8,ad_1204
Supermarché et Hypermarché,13,ad_1204
Ecole maternelle,2,ad_1204
Ecole primaire,5,ad_1204
Enseignement supérieur,6,ad_1204
Crèche,6,ad_1204
Autolib',3,ad_1204
Location de vélo,6,ad_1204
Parking,1,ad_1204
Station de taxi,2,ad_1204
Vélib',9,ad_1204
Médecin généraliste,23,ad_1204
Médecin spécialiste,49,ad_1204
