ad_id,value
ad_296,Chauffage : gaz 
ad_296,1 salle d’eau
ad_296,1 WC
ad_296,Fibre : déployée*
ad_296,5 étages
ad_296,Ascenseur
ad_296,Interphone
ad_1855,67 m²
ad_1855,3 pièces
ad_1855,2 chambres
ad_1855,Chauffage : Gaz Individuel 
ad_1855,2 caves
ad_1855,1 salle de bain
ad_1855,Fibre : déployée*
ad_1855,5e étage (sur 6)
ad_328,"41,02 m²"
ad_328,2 pièces
ad_328,1 chambre
ad_328,Exposé Sud
ad_328,1 salle d’eau
ad_328,1 WC
ad_328,Calme
ad_328,3e étage (sur 4)
ad_328,Construit en 1800
ad_328,Digicode
ad_328,Interphone
ad_159,97 m²
ad_159,5 pièces
ad_159,3 chambres
ad_159,2 salles d’eau
ad_159,1 WC
ad_159,Fibre : déployée*
ad_159,Dernier étage (sur 6)
ad_159,Ascenseur
ad_372,60 m²
ad_372,3 pièces
ad_372,2 chambres
ad_372,1 salle d’eau
ad_372,1 WC
ad_372,Fibre : déployée*
ad_372,4e étage
ad_366,"38,05 m²"
ad_366,2 pièces
ad_366,1 chambre
ad_366,Chauffage : individuel
ad_366,1 salle de bain
ad_366,Fibre : déployée*
ad_366,2e étage (sur 6)
ad_1001,"64,40 m²"
ad_1001,3 pièces
ad_1001,1 chambre
ad_1001,Fibre : déployée*
ad_1001,Rez-de-chaussée
ad_1001,Digicode
ad_1001,Interphone
ad_1001,Gardien
ad_966,62 m²
ad_966,3 pièces
ad_966,2 chambres
ad_966,1er étage (sur 6)
ad_1164,69 m²
ad_1164,3 pièces
ad_1164,2 chambres
ad_1164,Exposé Sud
ad_1164,Chauffage : électricité 
ad_1164,3e étage (sur 4)
ad_1164,Ascenseur
ad_327,"41,02 m²"
ad_327,2 pièces
ad_327,1 chambre
ad_327,Exposé Sud
ad_327,1 salle d’eau
ad_327,1 WC
ad_327,Calme
ad_327,3e étage (sur 4)
ad_327,Construit en 1800
ad_327,Digicode
ad_327,Interphone
ad_590,"86,66 m²"
ad_590,3 pièces
ad_590,2 chambres
ad_590,1 balcon
ad_590,Chauffage : Individuel  Gaz
ad_590,1 cave
ad_590,1 cheminée
ad_590,1 salle d’eau
ad_590,WC séparés
ad_590,1 place de parking
ad_590,2e étage (sur 7)
ad_590,Construit en 1900
ad_590,Ascenseur
ad_590,Digicode
ad_590,Interphone
ad_1553,133 m²
ad_1553,5 pièces
ad_1553,3 chambres
ad_1553,1 terrasse
ad_1553,Exposé Ouest
ad_1553,Cave
ad_1553,3 salles d’eau
ad_1553,3 WC
ad_1553,Fibre : déployée*
ad_1553,Climatisation
ad_1553,11 étages
ad_1553,Construit en 1960
ad_1553,Ascenseur
ad_1553,Digicode
ad_1553,Interphone
ad_1553,Gardien
ad_732,85 m²
ad_732,4 pièces
ad_732,3 chambres
ad_732,Balcon
ad_732,Chauffage : individuel
ad_732,Cave
ad_732,1 salle de bain
ad_732,3 salles d’eau
ad_732,2 WC
ad_732,Fibre : déployée*
ad_732,3e étage
ad_732,Ascenseur
ad_610,"39,04 m²"
ad_610,2 pièces
ad_610,1 chambre
ad_610,Exposé Sud
ad_610,Cave
ad_610,1 salle d’eau
ad_610,1 WC
ad_610,Fibre : déployée*
ad_610,Calme
ad_610,Dernier étage (sur 6)
ad_610,Construit en 1914
ad_610,Digicode
ad_610,Interphone
ad_1557,"40,76 m²"
ad_1557,2 pièces
ad_1557,1 chambre
ad_1557,Terrasse de 10 m²
ad_1557,Fibre : déployée*
ad_1557,7e étage (sur 8)
ad_1557,Ascenseur
ad_1557,Digicode
ad_1557,Interphone
ad_1432,"46,18 m²"
ad_1432,2 pièces
ad_1432,1 chambre
ad_1432,Chauffage : individuel 
ad_1432,Cave
ad_1432,1 salle d’eau
ad_1432,1 WC
ad_1432,Fibre : déployée*
ad_1432,1 place de parking
ad_1432,7 étages
ad_1432,Construit en 1987
ad_1432,Ascenseur
ad_1432,Digicode
ad_1245,"23,79 m²"
ad_1245,1 pièce
ad_1245,Exposé Nord Ouest
ad_1245,1 salle d’eau
ad_1245,1 WC
ad_1245,Fibre : déployée*
ad_1245,Rez-de-chaussée
ad_1245,Construit en 1896
ad_1245,Ascenseur
ad_1245,Interphone
ad_292,"73,83 m²"
ad_292,3 pièces
ad_292,1 chambre
ad_292,Balcon de 2 m²
ad_292,Exposé Sud Ouest
ad_292,Cave
ad_292,1 salle d’eau
ad_292,1 WC
ad_292,Fibre : déployée*
ad_292,2e étage (sur 9)
ad_292,Construit en 1980
ad_292,Ascenseur
ad_292,Gardien
ad_255,34 m²
ad_255,2 pièces
ad_255,1 chambre
ad_255,Exposé Est
ad_255,Chauffage : gaz collectif
ad_255,Cave
ad_255,1 salle d’eau
ad_255,1 WC
ad_255,Fibre : déployée*
ad_255,Rez-de-chaussée
ad_255,Ascenseur
ad_1655,160 m²
ad_1655,6 pièces
ad_1655,4 chambres
ad_1655,Exposé Nord Ouest
ad_1655,Cave
ad_1655,Cheminée
ad_1655,1 salle de bain
ad_1655,1 salle d’eau
ad_1655,2 WC
ad_1655,Fibre : déployée*
ad_1655,Calme
ad_1655,2e étage (sur 8)
ad_1655,Construit en 1900
ad_1655,Ascenseur
ad_1655,Digicode
ad_1655,Interphone
ad_1655,Gardien
ad_1473,"39,60 m²"
ad_1473,2 pièces
ad_1473,1 chambre
ad_1473,Exposé Est Ouest
ad_1473,Chauffage : individuel 
ad_1473,Cave
ad_1473,1 salle d’eau
ad_1473,1 WC
ad_1473,Fibre : déployée*
ad_1473,Calme
ad_1473,6 étages
ad_1473,Construit en 1895
ad_1420,149 m²
ad_1420,5 pièces
ad_1420,3 chambres
ad_1420,Terrasse
ad_1420,Balcon
ad_1420,Jardin
ad_1420,Chauffage : gaz individuel
ad_1420,Cheminée
ad_1420,1 salle de bain
ad_1420,1 salle d’eau
ad_1420,Fibre : déployée*
ad_1420,Rez-de-chaussée
ad_1420,Interphone
ad_806,96 m²
ad_806,3 pièces
ad_806,2 chambres
ad_806,Exposé Est
ad_806,Chauffage : collectif
ad_806,Cave
ad_806,1 salle de bain
ad_806,1 WC
ad_806,4e étage (sur 7)
ad_806,Ascenseur
ad_1498,90 m²
ad_1498,4 pièces
ad_1498,3 chambres
ad_1498,Terrasse
ad_1498,Balcon
ad_1498,Jardin
ad_1498,Exposé Sud Est
ad_1498,Cave
ad_1498,1 salle de bain
ad_1498,1 salle d’eau
ad_1498,1 place de parking
ad_1498,Rez-de-chaussée
ad_644,52 m²
ad_644,2 pièces
ad_644,1 chambre
ad_644,Balcon
ad_644,Exposé Traversant Est Ouest
ad_644,Chauffage : électricité 
ad_644,Cave
ad_644,1 salle d’eau
ad_644,1 WC
ad_644,Fibre : déployée*
ad_644,3e étage (sur 6)
ad_644,Ascenseur
ad_644,Interphone
ad_644,Gardien
ad_1584,61 m²
ad_1584,2 pièces
ad_1584,1 chambre
ad_1584,Récent
ad_1584,1 balcon
ad_1584,Exposé Nord Est
ad_1584,Cave
ad_1584,1 salle de bain
ad_1584,2 WC
ad_1584,Fibre : déployée*
ad_1584,Calme
ad_1584,Aménagement pour Handicapés
ad_1584,1 place de parking
ad_1584,Rez-de-chaussée
ad_1584,Construit en 1990
ad_1584,Digicode
ad_1584,Interphone
ad_20,87 m²
ad_20,4 pièces
ad_20,2 chambres
ad_20,Balcon
ad_20,Chauffage : collectif
ad_20,Cave
ad_20,1 salle de bain
ad_20,2 salles d’eau
ad_20,2 WC
ad_20,Fibre : déployée*
ad_20,4e étage (sur 7)
ad_20,Ascenseur
ad_20,Digicode
ad_0,"52,41 m²"
ad_0,2 pièces
ad_0,1 chambre
ad_0,1 balcon
ad_0,Chauffage : gaz collectif 
ad_0,Cave
ad_0,1 salle de bain
ad_0,1 WC
ad_0,Fibre : déployée*
ad_0,Calme
ad_0,2e étage
ad_0,Construit en 1977
ad_0,Ascenseur
ad_0,Digicode
ad_0,Gardien
ad_166,125 m²
ad_166,5 pièces
ad_166,3 chambres
ad_166,Terrasse
ad_166,Balcon
ad_166,Chauffage : gaz collectif
ad_166,Cave
ad_166,1 salle de bain
ad_166,1 salle d’eau
ad_166,2 WC
ad_166,Fibre : déployée*
ad_166,2e étage (sur 16)
ad_166,Ascenseur
ad_166,Digicode
ad_166,Interphone
ad_166,Gardien
ad_1471,"39,60 m²"
ad_1471,2 pièces
ad_1471,1 chambre
ad_1471,Exposé Est Ouest
ad_1471,Chauffage : individuel 
ad_1471,Cave
ad_1471,1 salle d’eau
ad_1471,1 WC
ad_1471,Fibre : déployée*
ad_1471,Calme
ad_1471,6 étages
ad_1471,Construit en 1895
ad_574,"26,13 m²"
ad_574,1 pièce
ad_574,1 chambre
ad_574,1 cave
ad_574,1 salle de bain
ad_574,1 WC
ad_574,Dernier étage (sur 3)
ad_574,Ascenseur
ad_574,Digicode
ad_1470,110 m²
ad_1470,4 pièces
ad_1470,3 chambres
ad_1470,Exposé Sud Ouest
ad_1470,Cave
ad_1470,Cheminée
ad_1470,1 salle de bain
ad_1470,1 WC
ad_1470,Fibre : déployée*
ad_1470,Climatisation
ad_1470,1er étage (sur 6)
ad_1470,Construit en 1897
ad_1470,Ascenseur
ad_1470,Digicode
ad_1470,Interphone
ad_1470,Gardien
ad_788,42 m²
ad_788,1 pièce
ad_788,1 chambre
ad_788,Duplex
ad_788,1 salle de bain
ad_788,1 WC
ad_788,Calme
ad_788,Climatisation
ad_788,5e étage (sur 6)
ad_788,Ascenseur
ad_788,Digicode
ad_703,18 m²
ad_703,2 pièces
ad_703,1 chambre
ad_703,Chauffage : électricité 
ad_703,Dernier étage (sur 6)
ad_138,20 m²
ad_138,1 pièce
ad_138,Chauffage : gaz collectif
ad_138,1 salle d’eau
ad_138,Fibre : déployée*
ad_138,4e étage
ad_464,53 m²
ad_464,3 pièces
ad_464,2 chambres
ad_464,Chauffage : gaz 
ad_464,1 salle de bain
ad_464,1 WC
ad_464,Fibre : déployée*
ad_464,1er étage
ad_786,14 m²
ad_786,1 pièce
ad_786,1 chambre
ad_786,Exposé Sud
ad_786,Cheminée
ad_786,1 salle d’eau
ad_786,1 WC
ad_786,Calme
ad_786,Dernier étage (sur 8)
ad_786,Ascenseur
ad_786,Digicode
ad_786,Interphone
ad_1032,27 m²
ad_1032,2 pièces
ad_1032,1 chambre
ad_1032,Chauffage : électricité 
ad_1032,Cave
ad_1032,Cheminée
ad_1032,1 salle de bain
ad_1032,1 WC
ad_1032,Dernier étage (sur 3)
ad_1032,Interphone
ad_560,"32,05 m²"
ad_560,1 pièce
ad_560,Exposé Sud Est
ad_560,Cave
ad_560,1 salle d’eau
ad_560,1 WC
ad_560,Calme
ad_560,6e étage (sur 7)
ad_560,Digicode
ad_560,Gardien
ad_761,75 m²
ad_761,3 pièces
ad_761,1 salle d’eau
ad_761,Fibre : déployée*
ad_761,Rez-de-chaussée
ad_761,Ascenseur
ad_340,98 m²
ad_340,4 pièces
ad_340,2 chambres
ad_340,Chauffage : électricité 
ad_340,Cave
ad_340,Duplex
ad_340,1 salle de bain
ad_340,1 salle d’eau
ad_340,3 WC
ad_340,Fibre : déployée*
ad_1291,25 m²
ad_1291,1 pièce
ad_1291,1 chambre
ad_1291,Récent
ad_1291,Exposé Sud Ouest
ad_1291,1 salle d’eau
ad_1291,1 WC
ad_1291,Fibre : déployée*
ad_1291,Calme
ad_1291,1er étage (sur 8)
ad_1291,Construit en 1960
ad_1291,Ascenseur
ad_1291,Digicode
ad_1291,Interphone
ad_1291,Gardien
ad_1012,89 m²
ad_1012,4 pièces
ad_1012,3 chambres
ad_1012,6 balcons (5 m²)
ad_1012,Exposé Sud Est
ad_1012,Cave
ad_1012,1 salle de bain
ad_1012,1 WC
ad_1012,Dernier étage (sur 6)
ad_1012,Construit en 1800
ad_1012,Interphone
ad_147,"108,89 m²"
ad_147,4 pièces
ad_147,3 chambres
ad_147,1 salle de bain
ad_147,1 salle d’eau
ad_147,1 WC
ad_147,Fibre : déployée*
ad_147,Calme
ad_147,6 étages
ad_147,Construit en 1910
ad_147,Digicode
ad_1224,60 m²
ad_1224,2 pièces
ad_1224,1 chambre
ad_1224,Cave
ad_1224,Cheminée
ad_1224,1 salle d’eau
ad_1224,1 WC
ad_1224,Fibre : déployée*
ad_1224,Calme
ad_1224,4e étage (sur 8)
ad_1224,Construit en 1930
ad_1224,Ascenseur
ad_1224,Digicode
ad_1224,Interphone
ad_338,98 m²
ad_338,4 pièces
ad_338,2 chambres
ad_338,Chauffage : électricité 
ad_338,Cave
ad_338,Duplex
ad_338,1 salle de bain
ad_338,1 salle d’eau
ad_338,3 WC
ad_338,Fibre : déployée*
ad_1745,25 m²
ad_1745,1 pièce
ad_1745,1 salle d’eau
ad_1745,Fibre : déployée*
ad_1745,Calme
ad_1745,Dernier étage (sur 6)
ad_1745,Construit en 1912
ad_1745,Digicode
ad_1745,Interphone
ad_1745,Gardien
ad_919,48 m²
ad_919,3 pièces
ad_919,2 chambres
ad_919,Chauffage : Individuel
ad_919,1 salle d’eau
ad_919,1 WC
ad_919,Fibre : déployée*
ad_919,Dernier étage (sur 3)
ad_919,Digicode
ad_194,40 m²
ad_194,3 pièces
ad_194,2 chambres
ad_194,Exposé Nord Sud
ad_194,Chauffage : gaz individuel
ad_194,Cave
ad_194,1 salle d’eau
ad_194,Rez-de-chaussée
ad_194,Interphone
ad_252,65 m²
ad_252,2 pièces
ad_252,1 chambre
ad_252,1 terrasse
ad_252,Cave
ad_252,1 salle de bain
ad_252,1 WC
ad_252,Fibre : déployée*
ad_252,1 box
ad_252,Dernier étage (sur 6)
ad_252,Construit en 1976
ad_252,Ascenseur
ad_252,Gardien
ad_965,62 m²
ad_965,3 pièces
ad_965,2 chambres
ad_965,1er étage (sur 6)
ad_871,23 m²
ad_871,2 pièces
ad_871,1 chambre
ad_871,1 salle d’eau
ad_871,1 WC
ad_871,Fibre : déployée*
ad_343,51 m²
ad_343,3 pièces
ad_343,2 chambres
ad_343,Chauffage : gaz individuel
ad_343,Cave
ad_343,1 salle d’eau
ad_343,Fibre : déployée*
ad_343,2e étage
ad_343,Interphone
ad_270,"48,01 m²"
ad_270,2 pièces
ad_270,1 chambre
ad_270,Cave
ad_270,1 salle d’eau
ad_270,1 WC
ad_270,Fibre : déployée*
ad_270,Calme
ad_270,Rez-de-chaussée
ad_270,Construit en 1930
ad_270,Digicode
ad_270,Interphone
ad_270,Gardien
ad_1099,"34,32 m²"
ad_1099,2 pièces
ad_1099,1 chambre
ad_1099,1 salle d’eau
ad_1099,1 WC
ad_1099,Calme
ad_1099,3e étage (sur 7)
ad_1099,Construit en 1990
ad_1099,Ascenseur
ad_1099,Digicode
ad_1099,Interphone
ad_669,31 m²
ad_669,1 pièce
ad_669,1 chambre
ad_669,Cave
ad_669,1 salle de bain
ad_669,1 WC
ad_669,Alarme
ad_669,Fibre : déployée*
ad_669,6e étage
ad_669,Construit en 1785
ad_669,Digicode
ad_221,46 m²
ad_221,3 pièces
ad_221,2 chambres
ad_221,Exposé Nord Ouest
ad_221,Chauffage : Electric
ad_221,1 salle d’eau
ad_221,1 WC
ad_221,Fibre : déployée*
ad_221,4e étage (sur 5)
ad_221,Construit en 1905
ad_221,Digicode
ad_221,Interphone
ad_478,70 m²
ad_478,3 pièces
ad_478,1 chambre
ad_478,Exposé Ouest
ad_478,Cave
ad_478,1 salle d’eau
ad_478,1 WC
ad_478,Fibre : déployée*
ad_478,Calme
ad_478,2e étage (sur 6)
ad_478,Construit en 1930
ad_478,Ascenseur
ad_478,Digicode
ad_478,Interphone
ad_478,Gardien
ad_1213,55 m²
ad_1213,3 pièces
ad_1213,1 chambre
ad_1213,Exposé Sud Ouest
ad_1213,Cave
ad_1213,1 salle d’eau
ad_1213,1 WC
ad_1213,Fibre : déployée*
ad_1213,Calme
ad_1213,1er étage (sur 4)
ad_1213,Construit en 1900
ad_1213,Digicode
ad_1213,Interphone
ad_1018,116 m²
ad_1018,5 pièces
ad_1018,4 chambres
ad_1018,Refait à neuf
ad_1018,Exposé Est Ouest
ad_1018,Cave
ad_1018,1 salle de bain
ad_1018,1 salle d’eau
ad_1018,2 WC
ad_1018,Fibre : déployée*
ad_1018,1er étage (sur 5)
ad_1763,23 m²
ad_1763,1 pièce
ad_1763,1 salle d’eau
ad_1763,Fibre : déploiement planifié*
ad_1763,4 étages
ad_1763,Construit en 1505
ad_1673,70 m²
ad_1673,4 pièces
ad_1673,2 chambres
ad_1673,Terrasse
ad_1673,Chauffage : collectif
ad_1673,Cave
ad_1673,1 salle de bain
ad_1673,1 WC
ad_1673,Fibre : déployée*
ad_1673,1er étage (sur 6)
ad_1673,Ascenseur
ad_1670,"47,27 m²"
ad_1670,2 pièces
ad_1670,1 chambre
ad_1670,1 balcon
ad_1670,Chauffage : mixte
ad_1670,1 salle de bain
ad_1670,Fibre : déployée*
ad_1670,1 place de parking
ad_1670,4e étage (sur 6)
ad_1670,Ascenseur
ad_969,"34,19 m²"
ad_969,2 pièces
ad_969,1 chambre
ad_969,Chauffage : individuel
ad_969,1 salle de bain
ad_969,Fibre : déployée*
ad_969,6 étages
ad_929,46 m²
ad_929,2 pièces
ad_929,1 chambre
ad_929,1 terrasse
ad_929,1 balcon
ad_929,Exposé Sud Ouest
ad_929,1 salle d’eau
ad_929,1 WC
ad_929,Fibre : déployée*
ad_929,1 place de parking
ad_929,7e étage (sur 9)
ad_929,Construit en 2011
ad_929,Ascenseur
ad_929,Interphone
ad_1843,20 m²
ad_1843,2 pièces
ad_1843,1 chambre
ad_1843,Travaux à prévoir
ad_1843,Exposé Sud Ouest
ad_1843,Chauffage : individuel 
ad_1843,1 salle d’eau
ad_1843,1 WC
ad_1843,Fibre : déployée*
ad_1843,4 étages
ad_1843,Digicode
ad_427,80 m²
ad_427,3 pièces
ad_427,2 chambres
ad_427,Exposé Est
ad_427,1 salle de bain
ad_427,Fibre : déploiement planifié*
ad_427,1er étage (sur 8)
ad_691,"55,01 m²"
ad_691,2 pièces
ad_691,2 chambres
ad_691,Cave
ad_691,1 salle de bain
ad_691,1 WC
ad_691,Fibre : déployée*
ad_691,Disponible le 1 juillet 2022
ad_691,Rez-de-chaussée
ad_691,Ascenseur
ad_691,Digicode
ad_1804,"72,03 m²"
ad_1804,3 pièces
ad_1804,2 chambres
ad_1804,Récent
ad_1804,Chauffage : collectif 
ad_1804,Cave
ad_1804,1 salle de bain
ad_1804,1 WC
ad_1804,Fibre : déployée*
ad_1804,1 place de parking
ad_1804,5 étages
ad_1804,Construit en 1970
ad_1804,Ascenseur
ad_1804,Digicode
ad_1804,Interphone
ad_1804,Gardien
ad_390,"111,35 m²"
ad_390,4 pièces
ad_390,3 chambres
ad_390,Récent
ad_390,1 balcon
ad_390,Exposé Sud Est
ad_390,Chauffage : gaz collectif 
ad_390,Cave
ad_390,2 salles d’eau
ad_390,2 WC
ad_390,Fibre : déployée*
ad_390,Calme
ad_390,Aménagement pour Handicapés
ad_390,4e étage (sur 10)
ad_390,Construit en 2007
ad_390,Ascenseur
ad_390,Interphone
ad_575,31 m²
ad_575,2 pièces
ad_575,1 chambre
ad_575,Chauffage : électricité 
ad_575,Cave
ad_575,Cheminée
ad_575,1 salle d’eau
ad_575,1 WC
ad_575,1er étage (sur 6)
ad_672,17 m²
ad_672,1 pièce
ad_672,Fibre : déployée*
ad_672,1er étage (sur 4)
ad_672,Digicode
ad_672,Interphone
ad_1720,300 m²
ad_1720,80 m² de terrain
ad_1720,7 pièces
ad_1720,5 chambres
ad_1720,1 terrasse
ad_1720,Jardin
ad_1720,Cheminée
ad_1720,1 salle de bain
ad_1720,2 salles d’eau
ad_1720,3 WC
ad_1720,Fibre : déployée*
ad_1720,Calme
ad_1720,1er étage (sur 3)
ad_1720,Construit en 1930
ad_1720,Interphone
ad_1882,"40,50 m²"
ad_1882,3 pièces
ad_1882,2 chambres
ad_1882,Chauffage : individuel
ad_1882,1 salle de bain
ad_1882,Fibre : déployée*
ad_1882,3e étage (sur 5)
ad_1538,100 m²
ad_1538,5 pièces
ad_1538,3 chambres
ad_1538,1 balcon
ad_1538,Exposé Nord Est
ad_1538,Cave
ad_1538,Cheminée
ad_1538,1 salle de bain
ad_1538,1 WC
ad_1538,Fibre : déployée*
ad_1538,Calme
ad_1538,4e étage (sur 6)
ad_1538,Construit en 1900
ad_1538,Ascenseur
ad_1538,Digicode
ad_1538,Interphone
ad_1020,116 m²
ad_1020,5 pièces
ad_1020,4 chambres
ad_1020,Refait à neuf
ad_1020,Exposé Est Ouest
ad_1020,Cave
ad_1020,1 salle de bain
ad_1020,1 salle d’eau
ad_1020,2 WC
ad_1020,Fibre : déployée*
ad_1020,1er étage (sur 5)
ad_29,89 m²
ad_29,4 pièces
ad_29,3 chambres
ad_29,Balcon
ad_29,Exposé Est
ad_29,Chauffage : gaz 
ad_29,Cave
ad_29,1 salle de bain
ad_29,1 salle d’eau
ad_29,1 WC
ad_29,Fibre : déployée*
ad_29,1 place de parking
ad_29,5e étage (sur 8)
ad_29,Ascenseur
ad_55,34 m²
ad_55,2 pièces
ad_55,1 chambre
ad_55,Cave
ad_55,1 salle d’eau
ad_55,1 WC
ad_55,Dernier étage (sur 6)
ad_55,Digicode
ad_1759,140 m²
ad_1759,5 pièces
ad_1759,3 chambres
ad_1759,Exposé Sud Est
ad_1759,Cave
ad_1759,Cheminée
ad_1759,1 salle de bain
ad_1759,1 salle d’eau
ad_1759,2 WC
ad_1759,Fibre : déployée*
ad_1759,Calme
ad_1759,2e étage (sur 7)
ad_1759,Construit en 1890
ad_1759,Ascenseur
ad_1759,Digicode
ad_1759,Interphone
ad_1759,Gardien
ad_1577,"25,15 m²"
ad_1577,1 pièce
ad_1577,1 salle d’eau
ad_1577,1 WC
ad_1577,Fibre : déployée*
ad_1577,Calme
ad_1577,Dernier étage (sur 7)
ad_1577,Construit en 1932
ad_1577,Ascenseur
ad_1577,Digicode
ad_1577,Interphone
ad_1354,85 m²
ad_1354,4 pièces
ad_1354,2 chambres
ad_1354,Exposé Ouest
ad_1354,Cave
ad_1354,1 salle d’eau
ad_1354,1 WC
ad_1354,3e étage (sur 5)
ad_1354,Ascenseur
ad_17,172 m²
ad_17,6 pièces
ad_17,4 chambres
ad_17,Chauffage : gaz individuel
ad_17,2 salles d’eau
ad_17,2 WC
ad_17,Fibre : déployée*
ad_17,1er étage
ad_17,Ascenseur
ad_17,Gardien
ad_90,172 m²
ad_90,6 pièces
ad_90,4 chambres
ad_90,Chauffage : gaz individuel
ad_90,2 salles d’eau
ad_90,2 WC
ad_90,Fibre : déployée*
ad_90,1er étage
ad_90,Ascenseur
ad_90,Gardien
ad_1063,169 m²
ad_1063,6 pièces
ad_1063,4 chambres
ad_1063,Exposé Ouest
ad_1063,Chauffage : gaz individuel
ad_1063,Cave
ad_1063,1 salle d’eau
ad_1063,2 WC
ad_1063,Fibre : déployée*
ad_1063,Rez-de-chaussée
ad_1063,Ascenseur
ad_1063,Gardien
ad_1278,40 m²
ad_1278,2 pièces
ad_1278,1 chambre
ad_1278,1 salle de bain
ad_1278,Fibre : déployée*
ad_1278,Rez-de-chaussée
ad_180,7 m²
ad_180,1 pièce
ad_180,Exposé Sud
ad_180,1 salle d’eau
ad_180,1 WC
ad_180,Fibre : déployée*
ad_180,Dernier étage (sur 7)
ad_180,Ascenseur
ad_1138,190 m²
ad_1138,5 pièces
ad_1138,4 chambres
ad_1138,Terrasse
ad_1138,Chauffage : gaz individuel
ad_1138,2 salles de bain
ad_1138,1 salle d’eau
ad_1138,2 WC
ad_195,40 m²
ad_195,2 pièces
ad_195,1 chambre
ad_195,Exposé Nord Sud
ad_195,Chauffage : gaz individuel
ad_195,Cave
ad_195,1 salle d’eau
ad_195,Rez-de-chaussée
ad_195,Interphone
ad_1302,130 m²
ad_1302,5 pièces
ad_1302,4 chambres
ad_1302,Récent
ad_1302,Exposé Sud Ouest
ad_1302,Cave
ad_1302,1 salle de bain
ad_1302,1 salle d’eau
ad_1302,2 WC
ad_1302,Fibre : déployée*
ad_1302,Calme
ad_1302,1er étage (sur 6)
ad_1302,Construit en 1960
ad_1302,Ascenseur
ad_1302,Digicode
ad_1302,Interphone
ad_2103,3 pièces
ad_2103,2 chambres
ad_2103,Balcon de 16 m²
ad_2103,Aménagement pour Handicapés
ad_2103,5e étage
ad_2103,Ascenseur
ad_2103,Digicode
ad_2103,Interphone
ad_2103,Gardien
ad_857,49 m²
ad_857,3 pièces
ad_857,2 chambres
ad_857,Cave
ad_857,1 salle de bain
ad_857,1 WC
ad_857,Fibre : déployée*
ad_857,Calme
ad_857,6 étages
ad_857,Construit en 1900
ad_857,Ascenseur
ad_1592,"59,59 m²"
ad_1592,3 pièces
ad_1592,2 chambres
ad_1592,Exposé Est
ad_1592,1 salle de bain
ad_1592,1 WC
ad_1592,Fibre : déployée*
ad_1592,Calme
ad_1592,3e étage (sur 8)
ad_1592,Construit en 1933
ad_1592,Ascenseur
ad_1592,Digicode
ad_1592,Gardien
ad_1532,80 m²
ad_1532,4 m² de terrain
ad_1532,4 pièces
ad_1532,3 chambres
ad_1532,1 balcon
ad_1532,Jardin
ad_1532,Exposé Est Ouest
ad_1532,Cave
ad_1532,1 salle de bain
ad_1532,1 WC
ad_1532,Fibre : déployée*
ad_1532,Calme
ad_1532,1er étage (sur 8)
ad_1532,Construit en 1950
ad_1532,Ascenseur
ad_1532,Digicode
ad_1532,Interphone
ad_1532,Gardien
ad_1195,60 m²
ad_1195,3 pièces
ad_1195,2 chambres
ad_1195,Exposé Nord Est
ad_1195,Cave
ad_1195,1 salle d’eau
ad_1195,1 WC
ad_1195,Fibre : déployée*
ad_1195,Calme
ad_1195,3e étage (sur 6)
ad_1195,Construit en 1900
ad_1195,Ascenseur
ad_1195,Digicode
ad_1195,Interphone
ad_1800,"87,20 m²"
ad_1800,4 pièces
ad_1800,3 chambres
ad_1800,Cave
ad_1800,1 salle de bain
ad_1800,1 WC
ad_1800,Aménagement pour Handicapés
ad_1800,1 place de parking
ad_1800,18e étage (sur 31)
ad_1800,Construit en 1974
ad_1800,Ascenseur
ad_1800,Digicode
ad_1800,Interphone
ad_1800,Gardien
ad_1426,78 m²
ad_1426,3 pièces
ad_1426,2 chambres
ad_1426,1 salle d’eau
ad_1426,4e étage (sur 7)
ad_508,32 m²
ad_508,2 pièces
ad_508,1 chambre
ad_508,Chauffage : électricité 
ad_508,Cave
ad_508,1 salle d’eau
ad_508,1 WC
ad_508,Fibre : déployée*
ad_508,Rez-de-chaussée
ad_508,Interphone
ad_1861,"73,50 m²"
ad_1861,3 pièces
ad_1861,2 chambres
ad_1861,2 balcons
ad_1861,Chauffage : individuel 
ad_1861,1 salle d’eau
ad_1861,2 WC
ad_1861,Fibre : déployée*
ad_1861,Calme
ad_1861,Rez-de-chaussée
ad_2099,"58,31 m²"
ad_2099,3 pièces
ad_2099,2 chambres
ad_2099,Exposé Sud
ad_2099,Cave
ad_2099,Cheminée
ad_2099,1 salle de bain
ad_2099,1 WC
ad_2099,Fibre : déployée*
ad_2099,6e étage (sur 7)
ad_2099,Construit en 1900
ad_2099,Ascenseur
ad_2099,Gardien
ad_1506,"53,42 m²"
ad_1506,2 pièces
ad_1506,1 chambre
ad_1506,Fibre : déployée*
ad_1506,4e étage (sur 5)
ad_1506,Ascenseur
ad_1506,Digicode
ad_1506,Interphone
ad_1764,23 m²
ad_1764,1 pièce
ad_1764,1 salle d’eau
ad_1764,Fibre : déploiement planifié*
ad_1764,4 étages
ad_1764,Construit en 1505
ad_547,23 m²
ad_547,2 pièces
ad_547,1 chambre
ad_547,Chauffage : individuel
ad_547,1 WC
ad_547,Fibre : déployée*
ad_547,Rez-de-chaussée
ad_909,"94,09 m²"
ad_909,4 pièces
ad_909,3 chambres
ad_909,1 terrasse
ad_909,Chauffage : Collectif
