ad_id,value
ad_941,2 chambres
ad_941,Fibre : déployée*
ad_941,23e étage (sur 30)
ad_921,"64,40 m²"
ad_921,3 pièces
ad_921,1 chambre
ad_921,Rez-de-chaussée
ad_921,Digicode
ad_921,Interphone
ad_921,Gardien
ad_1754,"65,03 m²"
ad_1754,3 pièces
ad_1754,2 chambres
ad_1754,Chauffage : collectif 
ad_1754,Cave
ad_1754,1 salle de bain
ad_1754,1 WC
ad_1754,Fibre : déployée*
ad_1754,1er étage
ad_1754,Digicode
ad_1754,Gardien
ad_1774,"36,02 m²"
ad_1774,2 pièces
ad_1774,1 chambre
ad_1774,Exposé Est
ad_1774,1 salle d’eau
ad_1774,1 WC
ad_1774,Fibre : déployée*
ad_1774,3e étage (sur 5)
ad_1774,Construit en 1936
ad_1774,Ascenseur
ad_1630,85 m²
ad_1630,3 pièces
ad_1630,2 chambres
ad_1630,Exposé Sud
ad_1630,1 salle de bain
ad_1630,2 WC
ad_1630,Fibre : déployée*
ad_1630,3e étage (sur 6)
ad_1630,Ascenseur
ad_1630,Gardien
ad_632,51 m²
ad_632,2 pièces
ad_632,1 chambre
ad_632,Cave
ad_632,1 salle de bain
ad_632,1 salle d’eau
ad_632,1 WC
ad_632,Fibre : déployée*
ad_632,3e étage (sur 10)
ad_632,Ascenseur
ad_632,Interphone
ad_632,Gardien
ad_405,"40,61 m²"
ad_405,2 pièces
ad_405,1 chambre
ad_405,Cave
ad_405,1 salle de bain
ad_405,1 WC
ad_405,Fibre : déployée*
ad_405,Calme
ad_405,Rez-de-chaussée
ad_405,Construit en 1873
ad_1923,89 m²
ad_1923,4 pièces
ad_1923,3 chambres
ad_1923,1 cave
ad_1923,2 salles d’eau
ad_1923,1 WC
ad_1923,3e étage (sur 5)
ad_1923,Ascenseur
ad_830,160 m²
ad_830,150 m² de terrain
ad_830,7 pièces
ad_830,5 chambres
ad_830,Récent
ad_830,1 terrasse
ad_830,Jardin
ad_830,Exposé Est
ad_830,Cave
ad_830,Cheminée
ad_830,2 salles de bain
ad_830,1 salle d’eau
ad_830,3 WC
ad_830,Calme
ad_830,Construit en 1927
ad_154,198 m²
ad_154,6 pièces
ad_154,4 chambres
ad_154,Cave
ad_154,2 salles de bain
ad_154,2 salles d’eau
ad_154,2 WC
ad_154,5e étage
ad_154,Ascenseur
ad_522,"83,50 m²"
ad_522,4 pièces
ad_522,2 chambres
ad_522,1 balcon
ad_522,Exposé Nord Ouest
ad_522,1 salle de bain
ad_522,1 WC
ad_522,Fibre : déployée*
ad_522,Calme
ad_522,Dernier étage (sur 2)
ad_522,Digicode
ad_522,Interphone
ad_780,78 m²
ad_780,3 pièces
ad_780,1 chambre
ad_780,Cave
ad_780,1 salle de bain
ad_780,1 salle d’eau
ad_780,Fibre : déployée*
ad_780,3e étage
ad_780,Ascenseur
ad_780,Interphone
ad_780,Gardien
ad_993,69 m²
ad_993,4 pièces
ad_993,3 chambres
ad_993,Exposé Nord Est
ad_993,2 salles d’eau
ad_993,2 WC
ad_993,Calme
ad_993,2e étage (sur 4)
ad_367,"38,05 m²"
ad_367,2 pièces
ad_367,1 chambre
ad_367,Chauffage : individuel
ad_367,1 salle de bain
ad_367,Fibre : déployée*
ad_367,2e étage (sur 6)
ad_122,87 m²
ad_122,4 pièces
ad_122,2 chambres
ad_122,Chauffage : gaz collectif
ad_122,Cave
ad_122,1 salle de bain
ad_122,1 salle d’eau
ad_122,1 WC
ad_122,4e étage (sur 6)
ad_122,Ascenseur
ad_122,Digicode
ad_122,Interphone
ad_1639,81 m²
ad_1639,4 pièces
ad_1639,81 chambres
ad_1639,Chauffage : collectif 
ad_1639,Cave
ad_1639,1 salle de bain
ad_1639,2 WC
ad_1639,Aménagement pour Handicapés
ad_1639,2e étage (sur 6)
ad_1639,Construit en 1976
ad_1639,Ascenseur
ad_1005,176 m²
ad_1005,5 pièces
ad_1005,4 chambres
ad_1005,1 terrasse
ad_1005,Chauffage : individuel 
ad_1005,2 salles de bain
ad_1005,2 WC
ad_1005,Fibre : déployée*
ad_1005,Calme
ad_1005,Climatisation
ad_1005,Construit en 1949
ad_357,65 m²
ad_357,2 pièces
ad_357,1 chambre
ad_357,1 terrasse
ad_357,Cave
ad_357,1 salle de bain
ad_357,1 WC
ad_357,Alarme
ad_357,Fibre : déployée*
ad_357,1 box
ad_357,6e étage
ad_357,Construit en 1976
ad_357,Ascenseur
ad_357,Interphone
ad_357,Gardien
ad_70,"108,89 m²"
ad_70,4 pièces
ad_70,3 chambres
ad_70,1 salle de bain
ad_70,1 salle d’eau
ad_70,1 WC
ad_70,Fibre : déployée*
ad_70,Calme
ad_70,6 étages
ad_70,Construit en 1910
ad_70,Digicode
ad_1352,"35,08 m²"
ad_1352,2 pièces
ad_1352,1 chambre
ad_1352,Chauffage : individuel
ad_1352,1 salle de bain
ad_1352,Fibre : déployée*
ad_1352,2e étage (sur 6)
ad_1352,Ascenseur
ad_722,130 m²
ad_722,6 pièces
ad_722,4 chambres
ad_722,Chauffage : gaz individuel
ad_722,Cave
ad_722,2 salles d’eau
ad_722,2 WC
ad_722,Fibre : déployée*
ad_722,4e étage (sur 6)
ad_722,Ascenseur
ad_722,Interphone
ad_507,32 m²
ad_507,2 pièces
ad_507,1 chambre
ad_507,Chauffage : électricité 
ad_507,Cave
ad_507,1 salle d’eau
ad_507,1 WC
ad_507,Fibre : déployée*
ad_507,Rez-de-chaussée
ad_507,Interphone
ad_385,58 m²
ad_385,3 pièces
ad_385,2 chambres
ad_385,Exposé Est
ad_385,Cave
ad_385,1 salle de bain
ad_385,1 salle d’eau
ad_385,1 WC
ad_385,4e étage (sur 8)
ad_385,Ascenseur
ad_385,Digicode
ad_385,Interphone
ad_385,Gardien
ad_719,"31,01 m²"
ad_719,2 pièces
ad_719,1 chambre
ad_719,Exposé Sud
ad_719,Cheminée
ad_719,1 salle d’eau
ad_719,1 WC
ad_719,Fibre : déployée*
ad_719,Calme
ad_719,2e étage (sur 5)
ad_719,Digicode
ad_533,13 m²
ad_533,1 pièce
ad_533,1 chambre
ad_533,Chauffage : électricité 
ad_533,1 salle d’eau
ad_533,5e étage
ad_486,101 m²
ad_486,5 pièces
ad_486,3 chambres
ad_486,Exposé Sud Ouest
ad_486,1 salle de bain
ad_486,1 salle d’eau
ad_486,2 WC
ad_486,3e étage (sur 4)
ad_486,Construit en 1634
ad_486,Interphone
ad_904,210 m²
ad_904,140 m² de terrain
ad_904,9 pièces
ad_904,5 chambres
ad_904,Jardin
ad_904,Fibre : déployée*
ad_2010,34 m²
ad_2010,2 pièces
ad_2010,1 chambre
ad_2010,Cave
ad_2010,1 salle de bain
ad_2010,1 WC
ad_2010,Fibre : déployée*
ad_2010,Calme
ad_2010,3e étage (sur 5)
ad_2010,Construit en 1890
ad_2010,Digicode
ad_685,70 m²
ad_685,3 pièces
ad_685,2 chambres
ad_685,Cave
ad_685,1 salle de bain
ad_685,1 salle d’eau
ad_685,1 WC
ad_685,Fibre : déployée*
ad_685,5e étage (sur 6)
ad_685,Ascenseur
ad_685,Digicode
ad_685,Interphone
ad_933,52 m²
ad_933,2 pièces
ad_933,1 chambre
ad_933,Chauffage : électrique 
ad_933,1 salle de bain
ad_933,1 WC
ad_933,Calme
ad_933,Dernier étage (sur 6)
ad_933,Construit en 1890
ad_933,Gardien
ad_1372,"53,45 m²"
ad_1372,3 pièces
ad_1372,2 chambres
ad_1372,Chauffage : gaz individuel 
ad_1372,Cave
ad_1372,1 salle d’eau
ad_1372,1 WC
ad_1372,Fibre : déployée*
ad_1372,Calme
ad_1372,6 étages
ad_1372,Digicode
ad_1372,Interphone
ad_1542,62 m²
ad_1542,3 pièces
ad_1542,2 chambres
ad_1542,Fibre : déploiement planifié*
ad_1542,4e étage (sur 7)
ad_1542,Visiophone
ad_1542,Interphone
ad_1897,"60,15 m²"
ad_1897,3 pièces
ad_1897,2 chambres
ad_1897,Exposé Est
ad_1897,1 cave
ad_1897,1 salle de bain
ad_1897,Fibre : déployée*
ad_1897,3e étage (sur 13)
ad_1897,Construit en 1970
ad_1897,Ascenseur
ad_1500,90 m²
ad_1500,4 pièces
ad_1500,3 chambres
ad_1500,Terrasse
ad_1500,Balcon
ad_1500,Jardin
ad_1500,Exposé Sud Est
ad_1500,Cave
ad_1500,1 salle de bain
ad_1500,1 salle d’eau
ad_1500,1 place de parking
ad_1500,Rez-de-chaussée
ad_320,56 m²
ad_320,3 pièces
ad_320,1 chambre
ad_320,Exposé Traversant Est Ouest
ad_320,Chauffage : gaz 
ad_320,Cave
ad_320,1 salle de bain
ad_320,1 WC
ad_320,Fibre : déployée*
ad_320,2e étage (sur 3)
ad_565,60 m²
ad_565,2 pièces
ad_565,1 chambre
ad_565,1 salle de bain
ad_565,1 WC
ad_565,Fibre : déployée*
ad_565,Calme
ad_565,Rez-de-chaussée
ad_535,13 m²
ad_535,1 pièce
ad_535,1 chambre
ad_535,Chauffage : électricité 
ad_535,1 salle d’eau
ad_535,5e étage
ad_939,"80,26 m²"
ad_939,4 pièces
ad_939,2 chambres
ad_939,Cave
ad_939,1 salle de bain
ad_939,1 salle d’eau
ad_939,WC séparés
ad_939,Fibre : déployée*
ad_939,1 parking intérieur
ad_939,1 place de parking
ad_939,5e étage
ad_1725,34 m²
ad_1725,2 pièces
ad_1725,1 chambre
ad_1725,Chauffage : individuel 
ad_1725,Cave
ad_1725,1 salle de bain
ad_1725,1 WC
ad_1725,Fibre : déployée*
ad_1725,6 étages
ad_1725,Construit en 1930
ad_1725,Ascenseur
ad_839,"124,04 m²"
ad_839,5 pièces
ad_839,3 chambres
ad_839,Exposé Ouest
ad_839,Chauffage : gaz individuel 
ad_839,Cave
ad_839,Cheminée
ad_839,1 salle de bain
ad_839,1 WC
ad_839,Fibre : déployée*
ad_839,Calme
ad_839,4e étage (sur 6)
ad_839,Construit en 1906
ad_839,Ascenseur
ad_839,Digicode
ad_839,Interphone
ad_414,23 m²
ad_414,1 pièce
ad_414,Balcon
ad_414,Exposé Sud
ad_414,Chauffage : gaz 
ad_414,1 salle d’eau
ad_414,1 WC
ad_414,6e étage (sur 7)
ad_414,Ascenseur
ad_414,Interphone
ad_2068,68 m²
ad_2068,3 pièces
ad_2068,2 chambres
ad_2068,Fibre : déployée*
ad_220,76 m²
ad_220,3 pièces
ad_220,1 chambre
ad_220,Terrasse
ad_220,Balcon
ad_220,Exposé Sud Ouest
ad_220,Cave
ad_220,1 salle de bain
ad_220,2 WC
ad_220,1 place de parking
ad_220,8e étage (sur 11)
ad_220,Ascenseur
ad_220,Gardien
ad_1603,26 m²
ad_1603,1 pièce
ad_1603,Travaux à prévoir
ad_1603,Exposé Sud Sud Est
ad_1603,Chauffage : Gaz
ad_1603,1 salle de bain
ad_1603,1 WC
ad_1603,Fibre : déployée*
ad_1603,Dernier étage (sur 12)
ad_1603,Construit en 1971
ad_1603,Ascenseur
ad_1603,Digicode
ad_1603,Gardien
ad_402,"145,18 m²"
ad_402,5 pièces
ad_402,3 chambres
ad_402,Exposé Nord Est
ad_402,Chauffage : gaz individuel 
ad_402,Cave
ad_402,Cheminée
ad_402,2 salles de bain
ad_402,2 WC
ad_402,Calme
ad_402,2e étage (sur 5)
ad_402,Construit en 1801
ad_402,Ascenseur
ad_402,Digicode
ad_402,Gardien
ad_1463,"26,48 m²"
ad_1463,1 pièce
ad_1463,Récent
ad_1463,Cave
ad_1463,1 salle de bain
ad_1463,1 WC
ad_1463,Fibre : déployée*
ad_1463,Calme
ad_1463,3e étage (sur 6)
ad_1463,Construit en 1978
ad_1463,Ascenseur
ad_1463,Digicode
ad_1463,Interphone
ad_1463,Gardien
ad_1717,95 m²
ad_1717,4 pièces
ad_1717,3 chambres
ad_1717,Exposé Ouest
ad_1717,Chauffage : gaz collectif 
ad_1717,Cave
ad_1717,1 salle de bain
ad_1717,1 WC
ad_1717,Fibre : déployée*
ad_1717,Calme
ad_1717,3e étage (sur 9)
ad_1717,Construit en 1930
ad_1717,Ascenseur
ad_1717,Digicode
ad_1717,Interphone
ad_1717,Gardien
ad_211,63 m²
ad_211,3 pièces
ad_211,2 chambres
ad_211,Balcon
ad_211,Chauffage : gaz 
ad_211,Cave
ad_211,Cheminée
ad_211,1 salle d’eau
ad_211,1 WC
ad_211,1 place de parking
ad_211,3e étage (sur 6)
ad_211,Ascenseur
ad_1898,"60,15 m²"
ad_1898,3 pièces
ad_1898,2 chambres
ad_1898,Exposé Est
ad_1898,1 cave
ad_1898,1 salle de bain
ad_1898,Fibre : déployée*
ad_1898,3e étage (sur 13)
ad_1898,Construit en 1970
ad_1898,Ascenseur
ad_1596,"64,55 m²"
ad_1596,3 pièces
ad_1596,1 chambre
ad_1596,3 balcons
ad_1596,Cave
ad_1596,Cheminée
ad_1596,1 salle de bain
ad_1596,1 WC
ad_1596,Fibre : déployée*
ad_1596,Calme
ad_1596,Dernier étage (sur 5)
ad_1596,Construit en 1890
ad_1596,Digicode
ad_947,33 m²
ad_947,2 pièces
ad_947,1 chambre
ad_947,Exposé Ouest
ad_947,Chauffage : gaz individuel 
ad_947,Cave
ad_947,1 salle d’eau
ad_947,1 WC
ad_947,Fibre : déployée*
ad_947,1er étage (sur 4)
ad_947,Construit en 1875
ad_947,Digicode
ad_1469,110 m²
ad_1469,4 pièces
ad_1469,3 chambres
ad_1469,Exposé Sud Ouest
ad_1469,Cave
ad_1469,Cheminée
ad_1469,1 salle de bain
ad_1469,1 WC
ad_1469,Fibre : déployée*
ad_1469,Climatisation
ad_1469,1er étage (sur 6)
ad_1469,Construit en 1897
ad_1469,Ascenseur
ad_1469,Digicode
ad_1469,Interphone
ad_1469,Gardien
ad_2097,"58,31 m²"
ad_2097,3 pièces
ad_2097,2 chambres
ad_2097,Exposé Sud
ad_2097,Cave
ad_2097,Cheminée
ad_2097,1 salle de bain
ad_2097,1 WC
ad_2097,Fibre : déployée*
ad_2097,6e étage (sur 7)
ad_2097,Construit en 1900
ad_2097,Ascenseur
ad_2097,Gardien
ad_1090,"13,50 m²"
ad_1090,1 pièce
ad_1090,Chauffage : collectif 
ad_1090,1 salle d’eau
ad_1090,Fibre : déployée*
ad_1090,Aménagement pour Handicapés
ad_1090,8 étages
ad_1090,Construit en 1930
ad_1090,Ascenseur
ad_1090,Digicode
ad_1090,Interphone
ad_1090,Gardien
ad_572,"26,13 m²"
ad_572,1 pièce
ad_572,1 chambre
ad_572,1 cave
ad_572,1 salle de bain
ad_572,1 WC
ad_572,Dernier étage (sur 3)
ad_572,Ascenseur
ad_572,Digicode
ad_950,93 m²
ad_950,4 pièces
ad_950,3 chambres
ad_950,Balcon
ad_950,Exposé Sud Est
ad_950,Chauffage : collectif
ad_950,Cave
ad_950,1 salle de bain
ad_950,2 WC
ad_950,11e étage (sur 15)
ad_950,Ascenseur
ad_950,Gardien
ad_981,164 m²
ad_981,4 pièces
ad_981,2 chambres
ad_981,Exposé Sud
ad_981,Chauffage : gaz individuel 
ad_981,1 salle de bain
ad_981,1 salle d’eau
ad_981,2 WC
ad_981,Fibre : déployée*
ad_981,Calme
ad_981,Rez-de-chaussée
ad_981,Digicode
ad_981,Interphone
ad_983,"59,44 m²"
ad_983,3 pièces
ad_983,2 chambres
ad_983,Exposé Est
ad_983,1 salle d’eau
ad_983,1 WC
ad_983,1er étage
ad_983,Interphone
ad_1240,"103,90 m²"
ad_1240,5 pièces
ad_1240,3 chambres
ad_1240,Chauffage : Collectif
ad_1240,1 cave
ad_1240,1 salle d’eau
ad_1240,1 WC
ad_1240,4e étage (sur 6)
ad_1240,Construit en 1937
ad_1602,200 m²
ad_1602,3 m² de terrain
ad_1602,5 pièces
ad_1602,4 chambres
ad_1602,1 balcon
ad_1602,Jardin
ad_1602,Exposé Sud Ouest
ad_1602,Cave
ad_1602,1 salle de bain
ad_1602,2 salles d’eau
ad_1602,2 WC
ad_1602,Fibre : déployée*
ad_1602,Calme
ad_1602,4e étage (sur 6)
ad_1602,Construit en 1930
ad_1602,Ascenseur
ad_1602,Digicode
ad_1602,Interphone
ad_1602,Gardien
ad_218,76 m²
ad_218,3 pièces
ad_218,1 chambre
ad_218,Terrasse
ad_218,Balcon
ad_218,Exposé Sud Ouest
ad_218,Cave
ad_218,1 salle de bain
ad_218,2 WC
ad_218,1 place de parking
ad_218,8e étage (sur 11)
ad_218,Ascenseur
ad_218,Gardien
ad_1391,"76,85 m²"
ad_1391,4 pièces
ad_1391,3 chambres
ad_1391,Exposé Est
ad_1391,Cave
ad_1391,1 salle de bain
ad_1391,1 WC
ad_1391,Fibre : déployée*
ad_1391,Calme
ad_1391,Aménagement pour Handicapés
ad_1391,1er étage (sur 9)
ad_1391,Construit en 1974
ad_1391,Ascenseur
ad_1391,Digicode
ad_1200,50 m²
ad_1200,37 m² de terrain
ad_1200,2 pièces
ad_1200,1 chambre
ad_1200,Jardin
ad_1200,Exposé Sud Est
ad_1200,Cave
ad_1200,1 salle d’eau
ad_1200,1 WC
ad_1200,Fibre : déployée*
ad_1200,Calme
ad_1200,Rez-de-chaussée
ad_1200,Construit en 2002
ad_1200,Interphone
ad_833,70 m²
ad_833,3 pièces
ad_833,2 chambres
ad_833,Balcon
ad_833,Exposé Sud Est
ad_833,Chauffage : électricité 
ad_833,Cave
ad_833,1 salle de bain
ad_833,1 WC
ad_833,Fibre : déployée*
ad_833,2e étage (sur 4)
ad_833,Ascenseur
ad_833,Interphone
ad_833,Gardien
ad_44,28 m²
ad_44,1 pièce
ad_44,Chauffage : gaz collectif
ad_44,1 salle de bain
ad_44,1 salle d’eau
ad_44,1 WC
ad_44,Fibre : déployée*
ad_44,10e étage
ad_44,Ascenseur
ad_44,Interphone
ad_44,Gardien
ad_662,49 m²
ad_662,3 pièces
ad_662,1 chambre
ad_662,Chauffage : individuel
ad_662,1 salle de bain
ad_662,Fibre : déployée*
ad_662,1er étage (sur 4)
ad_304,95 m²
ad_304,5 pièces
ad_304,3 chambres
ad_304,Exposé Sud Est
ad_304,Chauffage : gaz 
ad_304,Cave
ad_304,1 salle de bain
ad_304,1 WC
ad_304,Fibre : déployée*
ad_304,3e étage (sur 5)
ad_304,Ascenseur
ad_304,Interphone
ad_304,Gardien
ad_542,"115,27 m²"
ad_542,4 pièces
ad_542,2 chambres
ad_542,Cave
ad_542,1 salle de bain
ad_542,1 place de parking
ad_542,4e étage (sur 6)
ad_542,Ascenseur
ad_542,Digicode
ad_542,Interphone
ad_1228,"115,91 m²"
ad_1228,4 pièces
ad_1228,2 chambres
ad_1228,1 cave
ad_1228,4 cheminées
ad_1228,1 salle de bain
ad_1228,1 WC
ad_1228,Fibre : déployée*
ad_1228,4e étage (sur 6)
ad_1228,Ascenseur
ad_1228,Digicode
ad_1228,Interphone
ad_1955,80 m²
ad_1955,3 pièces
ad_1955,2 chambres
ad_1955,Balcon
ad_1955,Chauffage : gaz collectif
ad_1955,Cave
ad_1955,1 salle de bain
ad_1955,1 WC
ad_1955,Fibre : déployée*
ad_1955,5e étage
ad_1669,"47,27 m²"
ad_1669,2 pièces
ad_1669,1 chambre
ad_1669,1 balcon
ad_1669,Chauffage : mixte
ad_1669,1 salle de bain
ad_1669,Fibre : déployée*
ad_1669,1 place de parking
ad_1669,4e étage (sur 6)
ad_1669,Ascenseur
ad_987,64 m²
ad_987,3 pièces
ad_987,2 chambres
ad_987,1 salle de bain
ad_987,1 WC
ad_987,Alarme
ad_987,1er étage (sur 3)
ad_987,Construit en 1901
ad_987,Interphone
ad_1854,67 m²
ad_1854,3 pièces
ad_1854,2 chambres
ad_1854,Chauffage : Gaz Individuel 
ad_1854,2 caves
ad_1854,1 salle de bain
ad_1854,Fibre : déployée*
ad_1854,5e étage (sur 6)
ad_1050,"99,17 m²"
ad_1050,5 pièces
ad_1050,3 chambres
ad_1050,1 cave
ad_1050,1 salle de bain
ad_1050,WC séparés
ad_1050,Câble TV
ad_1050,Fibre : déployée*
ad_1050,1er étage (sur 7)
ad_1050,Construit en 1930
ad_1050,Ascenseur
ad_1050,Digicode
ad_1050,Interphone
ad_1269,"64,20 m²"
ad_1269,3 pièces
ad_1269,2 chambres
ad_1269,Récent
ad_1269,Chauffage : individuel 
ad_1269,Cave
ad_1269,1 salle de bain
ad_1269,1 WC
ad_1269,1 place de parking
ad_1269,5 étages
ad_1269,Construit en 1999
ad_1269,Ascenseur
ad_1269,Digicode
ad_1269,Interphone
ad_1664,22 m²
ad_1664,1 pièce
ad_1664,Chauffage : électrique 
ad_1664,1 salle d’eau
ad_1664,1 WC
ad_1664,5e étage
ad_1664,Construit en 1899
ad_1664,Gardien
ad_400,42 m²
ad_400,2 pièces
ad_400,1 chambre
ad_400,Exposé Est
ad_400,Chauffage : gaz 
ad_400,Cave
ad_400,1 salle de bain
ad_400,Fibre : déployée*
ad_400,1er étage (sur 6)
ad_400,Ascenseur
ad_400,Interphone
ad_1768,52 m²
ad_1768,2 pièces
ad_1768,1 chambre
ad_1768,1 balcon
ad_1768,Cave
ad_1768,1 salle de bain
ad_1768,1 WC
ad_1768,Fibre : déployée*
ad_1768,5 étages
ad_1768,Construit en 1950
ad_1768,Ascenseur
ad_1768,Gardien
ad_381,53 m²
ad_381,3 pièces
ad_381,1 chambre
ad_381,Terrasse
ad_381,Chauffage : gaz individuel
ad_381,Cave
ad_381,Duplex
ad_381,2 salles d’eau
ad_381,Fibre : déployée*
ad_381,5e étage
ad_381,Ascenseur
ad_772,57 m²
ad_772,2 pièces
ad_772,1 chambre
ad_772,1 salle de bain
ad_772,1 WC
ad_772,Fibre : déployée*
ad_772,Dernier étage (sur 3)
ad_772,Construit en 1820
ad_772,Digicode
ad_772,Interphone
ad_2051,70 m²
ad_2051,3 pièces
ad_2051,2 chambres
ad_2051,Balcon
ad_2051,Cave
ad_2051,1 salle de bain
ad_2051,1 WC
ad_2051,2e étage (sur 9)
ad_2051,Ascenseur
ad_2108,"57,01 m²"
ad_2108,3 pièces
ad_2108,2 chambres
ad_2108,Chauffage : Individuel  Gaz
ad_2108,1 cave
ad_2108,3 cheminées
ad_2108,1 salle de bain
ad_2108,WC séparés
ad_2108,Fibre : déployée*
ad_2108,4e étage (sur 5)
ad_2108,Digicode
ad_2108,Interphone
ad_68,176 m²
ad_68,5 pièces
ad_68,2 chambres
ad_68,Exposé Est Ouest
ad_68,Cave
ad_68,1 salle d’eau
ad_68,1 WC
ad_68,Fibre : déployée*
ad_68,2e étage
ad_68,Construit en 1895
ad_68,Ascenseur
ad_1954,80 m²
ad_1954,3 pièces
ad_1954,2 chambres
ad_1954,Balcon
ad_1954,Chauffage : gaz collectif
ad_1954,Cave
ad_1954,1 salle de bain
ad_1954,1 WC
ad_1954,Fibre : déployée*
ad_1954,5e étage
ad_2036,"57,30 m²"
ad_2036,3 pièces
ad_2036,2 chambres
ad_2036,1 salle de bain
ad_2036,1 WC
ad_2036,Fibre : déployée*
ad_2036,Calme
ad_2036,Construit en 1890
ad_329,35 m²
ad_329,2 pièces
ad_329,1 chambre
ad_329,Chauffage : électricité 
ad_329,1 salle d’eau
ad_329,1 WC
ad_329,Fibre : déployée*
ad_329,4e étage (sur 6)
ad_1239,"65,40 m²"
ad_1239,3 pièces
ad_1239,2 chambres
ad_1239,Exposé Sud Est Ouest
ad_1239,Cave
ad_1239,1 salle d’eau
ad_1239,1 WC
ad_1239,Calme
ad_1239,1er étage (sur 6)
ad_1239,Construit en 1987
ad_1239,Ascenseur
ad_1239,Digicode
ad_1239,Interphone
ad_1791,"35,10 m²"
ad_1791,2 pièces
ad_1791,1 chambre
ad_1791,Chauffage : individuel
ad_1791,1 salle de bain
ad_1791,Fibre : déployée*
ad_1791,5e étage (sur 6)
ad_544,"115,27 m²"
ad_544,4 pièces
ad_544,2 chambres
ad_544,Cave
ad_544,1 salle de bain
ad_544,1 place de parking
ad_544,4e étage (sur 6)
ad_544,Ascenseur
ad_544,Digicode
ad_544,Interphone
ad_160,97 m²
ad_160,5 pièces
ad_160,3 chambres
ad_160,2 salles d’eau
ad_160,1 WC
ad_160,Fibre : déployée*
ad_160,Dernier étage (sur 6)
ad_160,Ascenseur
ad_9,62 m²
ad_9,3 pièces
ad_9,1 chambre
ad_9,Chauffage : fuel collectif
ad_9,Cave
ad_9,1 salle de bain
ad_9,1 salle d’eau
ad_9,1 WC
ad_9,Fibre : déployée*
ad_9,4e étage (sur 6)
ad_9,Ascenseur
ad_9,Digicode
ad_480,70 m²
ad_480,3 pièces
ad_480,2 chambres
ad_480,Exposé Ouest
ad_480,Cave
ad_480,1 salle d’eau
ad_480,1 WC
ad_480,Fibre : déployée*
ad_480,Calme
ad_480,2e étage (sur 6)
ad_480,Construit en 1930
ad_480,Ascenseur
ad_480,Digicode
ad_480,Interphone
ad_480,Gardien
ad_1361,"41,25 m²"
ad_1361,2 pièces
ad_1361,1 chambre
ad_1361,1 cave
ad_1361,1 salle d’eau
ad_1361,1 WC
ad_1361,Fibre : déploiement planifié*
ad_1361,4e étage (sur 6)
ad_1035,232 m²
ad_1035,6 pièces
ad_1035,3 chambres
ad_1035,2 salles de bain
ad_1035,2 WC
ad_1035,Fibre : déployée*
ad_1035,Calme
ad_1035,Rez-de-chaussée
ad_525,"39,02 m²"
ad_525,1 pièce
ad_525,Récent
ad_525,Cave
ad_525,1 salle de bain
ad_525,1 WC
ad_525,Fibre : déployée*
ad_525,Calme
ad_525,Aménagement pour Handicapés
ad_525,1 place de parking
ad_525,5 étages
ad_525,Construit en 1988
ad_525,Ascenseur
ad_525,Digicode
ad_525,Interphone
ad_525,Gardien
ad_2076,40 m²
ad_2076,2 pièces
ad_2076,1 chambre
ad_2076,1 salle d’eau
ad_2076,1 WC
ad_2076,Dernier étage (sur 6)
ad_2076,Construit en 1900
ad_2076,Digicode
ad_2076,Interphone
ad_811,45 m²
ad_811,2 pièces
ad_811,1 chambre
ad_811,Récent
ad_811,1 terrasse
ad_811,Chauffage : collectif 
ad_811,Cave
ad_811,1 salle d’eau
ad_811,1 WC
ad_811,Fibre : déployée*
ad_811,Aménagement pour Handicapés
ad_811,1 box
ad_811,Dernier étage (sur 8)
ad_811,Construit en 1972
ad_811,Ascenseur
ad_2027,117 m²
ad_2027,5 pièces
ad_2027,3 chambres
ad_2027,Chauffage : individuel 
ad_2027,Cave
ad_2027,Cheminée
ad_2027,1 salle de bain
ad_2027,1 WC
ad_2027,Fibre : déployée*
ad_2027,7 étages
ad_2027,Ascenseur
ad_2027,Interphone
ad_2027,Gardien
ad_504,33 m²
ad_504,2 pièces
ad_504,1 chambre
ad_504,Cave
ad_504,1 salle de bain
ad_504,1 WC
ad_504,Fibre : déploiement planifié*
ad_504,1er étage (sur 4)
ad_2049,70 m²
ad_2049,3 pièces
ad_2049,2 chambres
ad_2049,Balcon
ad_2049,Cave
ad_2049,1 salle de bain
ad_2049,1 WC
ad_2049,2e étage (sur 9)
ad_2049,Ascenseur
ad_1167,35 m²
ad_1167,2 pièces
ad_1167,1 chambre
ad_1167,1 salle de bain
ad_1167,1 place de parking
ad_1167,Rez-de-chaussée
ad_1167,Ascenseur
ad_1167,Interphone
ad_512,170 m²
ad_512,28 m² de terrain
ad_512,5 pièces
ad_512,3 chambres
ad_512,4 balcons
ad_512,Jardin
ad_512,Exposé Sud Est
ad_512,Cave
ad_512,Cheminée
ad_512,1 salle de bain
ad_512,2 salles d’eau
ad_512,2 WC
ad_512,Fibre : déployée*
ad_512,Climatisation
ad_512,4e étage (sur 7)
ad_512,Construit en 1930
ad_512,Ascenseur
ad_512,Digicode
ad_512,Interphone
ad_512,Gardien
ad_1091,"13,50 m²"
ad_1091,1 pièce
ad_1091,Chauffage : collectif 
ad_1091,1 salle d’eau
ad_1091,Fibre : déployée*
ad_1091,Aménagement pour Handicapés
ad_1091,8 étages
ad_1091,Construit en 1930
